编码,日期,销量
1102,20150504,1
1102,20150505,1
1102,20150506,2
1102,20150507,1
1102,20150508,1
1102,20150509,1
1102,20150510,1
1102,20150511,1
1102,20150512,1
1102,20150513,2
1102,20150514,1
1102,20150515,1
1102,20150516,1
1102,20150517,1
1102,20150518,1
1102,20150519,1
1102,20150520,3
1102,20150521,1
1102,20150522,1
1102,20150523,1
1102,20150524,1
1102,20150525,1
1102,20150526,1
1102,20150527,3
1102,20150528,1
1102,20150529,1
1102,20150530,1
1103,20150501,0
1103,20150502,0
1103,20150503,0
1103,20150504,0
1103,20150505,1
1103,20150506,1
1103,20150507,0
1103,20150508,0
1103,20150509,0
1103,20150510,0
1103,20150511,0
1103,20150512,1
1103,20150513,1
1103,20150514,0
1103,20150515,0
1103,20150516,0
1103,20150517,0
1103,20150518,0
1103,20150519,1
1103,20150520,1
1103,20150521,0
1103,20150522,0
1103,20150523,0
1103,20150524,0
1103,20150525,0
1103,20150526,1
1103,20150527,1
1103,20150528,0
1103,20150529,0
1103,20150530,0
1201,20150501,74
1201,20150502,80
1201,20150503,82
1201,20150504,102
1201,20150505,88
1201,20150506,119
1201,20150507,73
1201,20150508,78
1201,20150509,81
1201,20150510,83
1201,20150511,103
1201,20150512,88
1201,20150513,120
1201,20150514,73
1201,20150515,79
1201,20150516,82
1201,20150517,83
1201,20150518,103
1201,20150519,89
1201,20150520,120
1201,20150521,74
1201,20150522,79
1201,20150523,82
1201,20150524,84
1201,20150525,104
1201,20150526,89
1201,20150527,121
1201,20150528,74
1201,20150529,80
1201,20150530,83
1202,20150501,3
1202,20150502,5
1202,20150503,5
1202,20150504,7
1202,20150505,7
1202,20150506,8
1202,20150507,5
1202,20150508,3
1202,20150509,5
1202,20150510,5
1202,20150511,7
1202,20150512,7
1202,20150513,8
1202,20150514,5
1202,20150515,3
1202,20150516,5
1202,20150517,5
1202,20150518,7
1202,20150519,6
1202,20150520,8
1202,20150521,4
1202,20150522,3
1202,20150523,5
1202,20150524,5
1202,20150525,7
1202,20150526,6
1202,20150527,8
1202,20150528,4
1202,20150529,3
1202,20150530,5
1203,20150501,25
1203,20150502,25
1203,20150503,26
1203,20150504,29
1203,20150505,29
1203,20150506,46
1203,20150507,23
1203,20150508,25
1203,20150509,25
1203,20150510,26
1203,20150511,29
1203,20150512,29
1203,20150513,46
1203,20150514,23
1203,20150515,25
1203,20150516,25
1203,20150517,26
1203,20150518,29
1203,20150519,29
1203,20150520,46
1203,20150521,23
1203,20150522,24
1203,20150523,24
1203,20150524,26
1203,20150525,29
1203,20150526,29
1203,20150527,46
1203,20150528,23
1203,20150529,24
1203,20150530,24
1205,20150501,1
1205,20150502,0
1205,20150503,1
1205,20150504,1
1205,20150505,1
1205,20150506,2
1205,20150507,1
1205,20150508,1
1205,20150509,0
1205,20150510,1
1205,20150511,1
1205,20150512,1
1205,20150513,2
1205,20150514,1
1205,20150515,1
1205,20150516,0
1205,20150517,0
1205,20150518,1
1205,20150519,0
1205,20150520,2
1205,20150521,1
1205,20150522,1
1205,20150523,0
1205,20150524,0
1205,20150525,1
1205,20150526,0
1205,20150527,2
1205,20150528,1
1205,20150529,1
1205,20150530,0
1301,20150501,2
1301,20150502,4
1301,20150503,2
1301,20150504,3
1301,20150505,2
1301,20150506,2
1301,20150507,2
1301,20150508,2
1301,20150509,2
1301,20150510,2
1301,20150511,2
1301,20150512,2
1301,20150513,2
1301,20150514,2
1301,20150515,2
1301,20150516,2
1301,20150517,4
1301,20150518,2
1301,20150519,3
1301,20150520,1
1301,20150521,2
1301,20150522,1
1301,20150523,2
1301,20150524,4
1301,20150525,3
1301,20150526,2
1301,20150527,2
1301,20150528,3
1301,20150529,3
1301,20150530,5
1302,20150501,1
1302,20150502,1
1302,20150503,2
1302,20150504,1
1302,20150505,1
1302,20150506,0
1302,20150507,0
1302,20150508,1
1302,20150509,1
1302,20150510,2
1302,20150511,1
1302,20150512,1
1302,20150513,0
1302,20150514,0
1302,20150515,1
1302,20150516,1
1302,20150517,2
1302,20150518,1
1302,20150519,1
1302,20150520,0
1302,20150521,0
1302,20150522,1
1302,20150523,1
1302,20150524,2
1302,20150525,1
1302,20150526,1
1302,20150527,0
1302,20150528,0
1302,20150529,1
1302,20150530,1
1306,20150501,0
1306,20150502,0
1306,20150503,0
1306,20150504,0
1306,20150505,0
1306,20150506,1
1306,20150507,1
1306,20150508,0
1306,20150509,0
1306,20150510,1
1306,20150511,1
1306,20150512,1
1306,20150513,0
1306,20150514,0
1306,20150515,1
1306,20150516,1
1306,20150517,0
1306,20150518,0
1306,20150519,1
1306,20150520,0
1306,20150521,0
1306,20150522,2
1306,20150523,1
1306,20150524,0
1306,20150525,0
1306,20150526,0
1306,20150527,0
1306,20150528,1
1306,20150529,1
1306,20150530,1
1308,20150501,3
1308,20150502,3
1308,20150503,3
1308,20150504,3
1308,20150505,3
1308,20150506,3
1308,20150507,3
1308,20150508,3
1308,20150509,3
1308,20150510,3
1308,20150511,3
1308,20150512,3
1308,20150513,3
1308,20150514,3
1308,20150515,3
1308,20150516,3
1308,20150517,3
1308,20150518,3
1308,20150519,3
1308,20150520,3
1308,20150521,3
1308,20150522,3
1308,20150523,3
1308,20150524,3
1308,20150525,3
1308,20150526,2
1308,20150527,3
1308,20150528,3
1308,20150529,3
1308,20150530,3
1501,20150501,3
1501,20150502,3
1501,20150503,1
1501,20150504,2
1501,20150505,2
1501,20150506,3
1501,20150507,2
1501,20150508,3
1501,20150509,2
1501,20150510,2
1501,20150511,2
1501,20150512,2
1501,20150513,3
1501,20150514,2
1501,20150515,2
1501,20150516,2
1501,20150517,2
1501,20150518,1
1501,20150519,3
1501,20150520,3
1501,20150521,3
1501,20150522,2
1501,20150523,2
1501,20150524,2
1501,20150525,3
1501,20150526,4
1501,20150527,4
1501,20150528,3
1501,20150529,2
1501,20150530,2
1502,20150501,0
1502,20150502,0
1502,20150503,0
1502,20150504,0
1502,20150505,0
1502,20150506,0
1502,20150507,0
1502,20150508,0
1502,20150509,0
1502,20150510,0
1502,20150511,0
1502,20150512,0
1502,20150513,0
1502,20150514,0
1502,20150515,0
1502,20150516,0
1502,20150517,0
1502,20150518,0
1502,20150519,0
1502,20150520,0
1502,20150521,0
1502,20150522,0
1502,20150523,0
1502,20150524,0
1502,20150525,0
1502,20150526,0
1502,20150527,0
1502,20150528,0
1502,20150529,0
1502,20150530,1
1503,20150501,1
1503,20150502,0
1503,20150503,0
1503,20150504,0
1503,20150505,0
1503,20150506,0
1503,20150507,0
1503,20150508,0
1503,20150509,0
1503,20150510,0
1503,20150511,2
1503,20150512,1
1503,20150513,1
1503,20150514,1
1503,20150515,2
1503,20150516,0
1503,20150517,0
1503,20150518,1
1503,20150519,1
1503,20150520,1
1503,20150521,0
1503,20150522,0
1503,20150523,0
1503,20150524,0
1503,20150525,0
1503,20150526,0
1503,20150527,1
1503,20150528,1
1503,20150529,1
1503,20150530,0
1504,20150501,0
1504,20150502,0
1504,20150503,0
1504,20150504,0
1504,20150505,0
1504,20150506,0
1504,20150507,0
1504,20150508,0
1504,20150509,0
1504,20150510,0
1504,20150511,0
1504,20150512,0
1504,20150513,0
1504,20150514,0
1504,20150515,0
1504,20150516,0
1504,20150517,0
1504,20150518,0
1504,20150519,0
1504,20150520,0
1504,20150521,0
1504,20150522,0
1504,20150523,0
1504,20150524,0
1504,20150525,0
1504,20150526,0
1504,20150527,0
1504,20150528,0
1504,20150529,0
1504,20150530,0
1505,20150501,16
1505,20150502,17
1505,20150503,16
1505,20150504,16
1505,20150505,17
1505,20150506,21
1505,20150507,16
1505,20150508,17
1505,20150509,18
1505,20150510,17
1505,20150511,17
1505,20150512,18
1505,20150513,21
1505,20150514,16
1505,20150515,17
1505,20150516,19
1505,20150517,17
1505,20150518,17
1505,20150519,18
1505,20150520,22
1505,20150521,17
1505,20150522,18
1505,20150523,19
1505,20150524,18
1505,20150525,18
1505,20150526,19
1505,20150527,23
1505,20150528,18
1505,20150529,19
1505,20150530,20
1507,20150501,0
1507,20150502,0
1507,20150503,0
1507,20150504,0
1507,20150505,0
1507,20150506,0
1507,20150507,0
1507,20150508,0
1507,20150509,0
1507,20150510,0
1507,20150511,0
1507,20150512,0
1507,20150513,0
1507,20150514,0
1507,20150515,0
1507,20150516,0
1507,20150517,0
1507,20150518,0
1507,20150519,0
1507,20150520,0
1507,20150521,0
1507,20150522,0
1507,20150523,0
1507,20150524,0
1507,20150525,0
1507,20150526,0
1507,20150527,0
1507,20150528,0
1507,20150529,0
1507,20150530,0
1508,20150501,1
1508,20150502,1
1508,20150503,0
1508,20150504,1
1508,20150505,1
1508,20150506,1
1508,20150507,1
1508,20150508,1
1508,20150509,1
1508,20150510,0
1508,20150511,1
1508,20150512,1
1508,20150513,1
1508,20150514,1
1508,20150515,1
1508,20150516,1
1508,20150517,0
1508,20150518,1
1508,20150519,1
1508,20150520,1
1508,20150521,1
1508,20150522,1
1508,20150523,1
1508,20150524,0
1508,20150525,1
1508,20150526,1
1508,20150527,1
1508,20150528,1
1508,20150529,1
1508,20150530,1
1510,20150501,1
1510,20150502,1
1510,20150503,1
1510,20150504,1
1510,20150505,2
1510,20150506,2
1510,20150507,1
1510,20150508,1
1510,20150509,1
1510,20150510,1
1510,20150511,1
1510,20150512,2
1510,20150513,2
1510,20150514,1
1510,20150515,1
1510,20150516,1
1510,20150517,1
1510,20150518,1
1510,20150519,2
1510,20150520,2
1510,20150521,1
1510,20150522,1
1510,20150523,1
1510,20150524,1
1510,20150525,1
1510,20150526,2
1510,20150527,2
1510,20150528,1
1510,20150529,1
1510,20150530,1
1511,20150501,0
1511,20150502,0
1511,20150503,0
1511,20150504,0
1511,20150505,0
1511,20150506,0
1511,20150507,0
1511,20150508,0
1511,20150509,0
1511,20150510,0
1511,20150511,0
1511,20150512,0
1511,20150513,0
1511,20150514,0
1511,20150515,0
1511,20150516,0
1511,20150517,0
1511,20150518,0
1511,20150519,0
1511,20150520,0
1511,20150521,0
1511,20150522,0
1511,20150523,0
1511,20150524,0
1511,20150525,0
1511,20150526,0
1511,20150527,0
1511,20150528,0
1511,20150529,0
1511,20150530,0
1512,20150501,1
1512,20150502,1
1512,20150503,0
1512,20150504,1
1512,20150505,1
1512,20150506,0
1512,20150507,0
1512,20150508,0
1512,20150509,0
1512,20150510,0
1512,20150511,0
1512,20150512,0
1512,20150513,0
1512,20150514,0
1512,20150515,0
1512,20150516,0
1512,20150517,1
1512,20150518,0
1512,20150519,0
1512,20150520,0
1512,20150521,0
1512,20150522,0
1512,20150523,0
1512,20150524,1
1512,20150525,0
1512,20150526,0
1512,20150527,0
1512,20150528,0
1512,20150529,0
1512,20150530,0
1513,20150501,0
1513,20150502,0
1513,20150503,0
1513,20150504,1
1513,20150505,0
1513,20150506,1
1513,20150507,0
1513,20150508,0
1513,20150509,0
1513,20150510,0
1513,20150511,1
1513,20150512,0
1513,20150513,1
1513,20150514,0
1513,20150515,0
1513,20150516,0
1513,20150517,0
1513,20150518,1
1513,20150519,0
1513,20150520,1
1513,20150521,0
1513,20150522,0
1513,20150523,0
1513,20150524,0
1513,20150525,1
1513,20150526,0
1513,20150527,1
1513,20150528,0
1513,20150529,0
1513,20150530,1
1515,20150501,0
1515,20150502,0
1515,20150503,0
1515,20150504,1
1515,20150505,1
1515,20150506,1
1515,20150507,0
1515,20150508,0
1515,20150509,0
1515,20150510,0
1515,20150511,1
1515,20150512,1
1515,20150513,1
1515,20150514,0
1515,20150515,0
1515,20150516,0
1515,20150517,0
1515,20150518,0
1515,20150519,1
1515,20150520,1
1515,20150521,0
1515,20150522,0
1515,20150523,0
1515,20150524,0
1515,20150525,0
1515,20150526,1
1515,20150527,1
1515,20150528,0
1515,20150529,0
1515,20150530,0
1516,20150501,0
1516,20150502,0
1516,20150503,0
1516,20150504,0
1516,20150505,0
1516,20150506,0
1516,20150507,0
1516,20150508,0
1516,20150509,0
1516,20150510,0
1516,20150511,0
1516,20150512,0
1516,20150513,0
1516,20150514,0
1516,20150515,0
1516,20150516,0
1516,20150517,0
1516,20150518,0
1516,20150519,0
1516,20150520,0
1516,20150521,0
1516,20150522,0
1516,20150523,1
1516,20150524,0
1516,20150525,2
1516,20150526,1
1516,20150527,1
1516,20150528,0
1516,20150529,2
1516,20150530,0
1517,20150501,3
1517,20150502,5
1517,20150503,4
1517,20150504,4
1517,20150505,3
1517,20150506,3
1517,20150507,1
1517,20150508,2
1517,20150509,2
1517,20150510,2
1517,20150511,2
1517,20150512,2
1517,20150513,2
1517,20150514,2
1517,20150515,2
1517,20150516,2
1517,20150517,2
1517,20150518,2
1517,20150519,2
1517,20150520,2
1517,20150521,2
1517,20150522,2
1517,20150523,2
1517,20150524,2
1517,20150525,1
1517,20150526,2
1517,20150527,1
1517,20150528,1
1517,20150529,2
1517,20150530,2
1518,20150501,11
1518,20150502,12
1518,20150503,12
1518,20150504,13
1518,20150505,13
1518,20150506,18
1518,20150507,10
1518,20150508,11
1518,20150509,13
1518,20150510,13
1518,20150511,13
1518,20150512,13
1518,20150513,18
1518,20150514,10
1518,20150515,11
1518,20150516,13
1518,20150517,13
1518,20150518,14
1518,20150519,13
1518,20150520,18
1518,20150521,11
1518,20150522,12
1518,20150523,13
1518,20150524,13
1518,20150525,14
1518,20150526,13
1518,20150527,18
1518,20150528,11
1518,20150529,12
1518,20150530,13
1519,20150501,0
1519,20150502,1
1519,20150503,0
1519,20150504,1
1519,20150505,1
1519,20150506,1
1519,20150507,0
1519,20150508,0
1519,20150509,0
1519,20150510,0
1519,20150511,0
1519,20150512,2
1519,20150513,3
1519,20150514,3
1519,20150515,1
1519,20150516,1
1519,20150517,0
1519,20150518,0
1519,20150519,2
1519,20150520,1
1519,20150521,1
1519,20150522,1
1519,20150523,1
1519,20150524,1
1519,20150525,1
1519,20150526,1
1519,20150527,1
1519,20150528,1
1519,20150529,1
1519,20150530,1
1521,20150501,5
1521,20150502,6
1521,20150503,7
1521,20150504,9
1521,20150505,8
1521,20150506,10
1521,20150507,4
1521,20150508,5
1521,20150509,5
1521,20150510,7
1521,20150511,9
1521,20150512,7
1521,20150513,10
1521,20150514,4
1521,20150515,5
1521,20150516,5
1521,20150517,7
1521,20150518,8
1521,20150519,7
1521,20150520,10
1521,20150521,4
1521,20150522,5
1521,20150523,5
1521,20150524,6
1521,20150525,8
1521,20150526,7
1521,20150527,10
1521,20150528,4
1521,20150529,4
1521,20150530,5
2001,20150501,0
2001,20150502,0
2001,20150503,0
2001,20150504,0
2001,20150505,0
2001,20150506,0
2001,20150507,0
2001,20150508,0
2001,20150509,0
2001,20150510,0
2001,20150511,0
2001,20150512,0
2001,20150513,0
2001,20150514,0
2001,20150515,0
2001,20150516,0
2001,20150517,0
2001,20150518,0
2001,20150519,0
2001,20150520,0
2001,20150521,0
2001,20150522,0
2001,20150523,0
2001,20150524,0
2001,20150525,0
2001,20150526,0
2001,20150527,0
2001,20150528,0
2001,20150529,0
2001,20150530,0
2002,20150501,1
2002,20150502,1
2002,20150503,1
2002,20150504,1
2002,20150505,1
2002,20150506,2
2002,20150507,1
2002,20150508,1
2002,20150509,0
2002,20150510,1
2002,20150511,1
2002,20150512,1
2002,20150513,1
2002,20150514,1
2002,20150515,1
2002,20150516,0
2002,20150517,1
2002,20150518,1
2002,20150519,1
2002,20150520,1
2002,20150521,1
2002,20150522,1
2002,20150523,0
2002,20150524,1
2002,20150525,1
2002,20150526,1
2002,20150527,1
2002,20150528,1
2002,20150529,1
2002,20150530,0
2003,20150501,2
2003,20150502,2
2003,20150503,2
2003,20150504,2
2003,20150505,2
2003,20150506,2
2003,20150507,2
2003,20150508,0
2003,20150509,2
2003,20150510,2
2003,20150511,2
2003,20150512,2
2003,20150513,2
2003,20150514,2
2003,20150515,0
2003,20150516,3
2003,20150517,2
2003,20150518,0
2003,20150519,1
2003,20150520,1
2003,20150521,0
2003,20150522,0
2003,20150523,1
2003,20150524,1
2003,20150525,1
2003,20150526,1
2003,20150527,1
2003,20150528,0
2003,20150529,1
2003,20150530,4
2004,20150501,0
2004,20150502,0
2004,20150503,0
2004,20150504,0
2004,20150505,0
2004,20150506,0
2004,20150507,0
2004,20150508,0
2004,20150509,0
2004,20150510,0
2004,20150511,0
2004,20150512,0
2004,20150513,0
2004,20150514,0
2004,20150515,0
2004,20150516,0
2004,20150517,0
2004,20150518,0
2004,20150519,0
2004,20150520,0
2004,20150521,0
2004,20150522,0
2004,20150523,0
2004,20150524,0
2004,20150525,0
2004,20150526,0
2004,20150527,0
2004,20150528,0
2004,20150529,0
2004,20150530,0
2005,20150501,2
2005,20150502,3
2005,20150503,3
2005,20150504,4
2005,20150505,4
2005,20150506,5
2005,20150507,2
2005,20150508,2
2005,20150509,3
2005,20150510,3
2005,20150511,4
2005,20150512,4
2005,20150513,5
2005,20150514,2
2005,20150515,2
2005,20150516,3
2005,20150517,3
2005,20150518,4
2005,20150519,4
2005,20150520,5
2005,20150521,2
2005,20150522,2
2005,20150523,3
2005,20150524,3
2005,20150525,4
2005,20150526,4
2005,20150527,5
2005,20150528,2
2005,20150529,2
2005,20150530,3
2006,20150501,2
2006,20150502,2
2006,20150503,2
2006,20150504,6
2006,20150505,2
2006,20150506,1
2006,20150507,1
2006,20150508,4
2006,20150509,4
2006,20150510,3
2006,20150511,2
2006,20150512,2
2006,20150513,3
2006,20150514,3
2006,20150515,4
2006,20150516,3
2006,20150517,2
2006,20150518,3
2006,20150519,1
2006,20150520,2
2006,20150521,0
2006,20150522,3
2006,20150523,3
2006,20150524,1
2006,20150525,1
2006,20150526,3
2006,20150527,5
2006,20150528,3
2006,20150529,4
2006,20150530,4
2007,20150501,0
2007,20150502,1
2007,20150503,0
2007,20150504,1
2007,20150505,1
2007,20150506,2
2007,20150507,0
2007,20150508,0
2007,20150509,0
2007,20150510,0
2007,20150511,1
2007,20150512,1
2007,20150513,1
2007,20150514,0
2007,20150515,0
2007,20150516,0
2007,20150517,0
2007,20150518,1
2007,20150519,0
2007,20150520,1
2007,20150521,-1
2007,20150522,0
2007,20150523,0
2007,20150524,0
2007,20150525,0
2007,20150526,0
2007,20150527,1
2007,20150528,-1
2007,20150529,-1
2007,20150530,0
2008,20150501,3
2008,20150502,3
2008,20150503,5
2008,20150504,5
2008,20150505,4
2008,20150506,5
2008,20150507,3
2008,20150508,3
2008,20150509,3
2008,20150510,5
2008,20150511,5
2008,20150512,4
2008,20150513,5
2008,20150514,3
2008,20150515,3
2008,20150516,3
2008,20150517,5
2008,20150518,4
2008,20150519,4
2008,20150520,5
2008,20150521,3
2008,20150522,3
2008,20150523,2
2008,20150524,5
2008,20150525,4
2008,20150526,4
2008,20150527,5
2008,20150528,3
2008,20150529,3
2008,20150530,2
2009,20150501,2
2009,20150502,1
2009,20150503,3
2009,20150504,2
2009,20150505,4
2009,20150506,4
2009,20150507,3
2009,20150508,2
2009,20150509,1
2009,20150510,3
2009,20150511,2
2009,20150512,4
2009,20150513,4
2009,20150514,3
2009,20150515,2
2009,20150516,1
2009,20150517,2
2009,20150518,2
2009,20150519,3
2009,20150520,3
2009,20150521,3
2009,20150522,1
2009,20150523,1
2009,20150524,2
2009,20150525,2
2009,20150526,3
2009,20150527,3
2009,20150528,3
2009,20150529,1
2009,20150530,1
2010,20150501,2
2010,20150502,2
2010,20150503,4
2010,20150504,4
2010,20150505,4
2010,20150506,4
2010,20150507,2
2010,20150508,1
2010,20150509,2
2010,20150510,2
2010,20150511,2
2010,20150512,2
2010,20150513,2
2010,20150514,2
2010,20150515,0
2010,20150516,1
2010,20150517,1
2010,20150518,1
2010,20150519,1
2010,20150520,1
2010,20150521,1
2010,20150522,1
2010,20150523,2
2010,20150524,1
2010,20150525,1
2010,20150526,1
2010,20150527,1
2010,20150528,1
2010,20150529,1
2010,20150530,2
2011,20150501,9
2011,20150502,10
2011,20150503,10
2011,20150504,9
2011,20150505,12
2011,20150506,21
2011,20150507,12
2011,20150508,10
2011,20150509,11
2011,20150510,10
2011,20150511,10
2011,20150512,13
2011,20150513,21
2011,20150514,13
2011,20150515,10
2011,20150516,11
2011,20150517,11
2011,20150518,10
2011,20150519,14
2011,20150520,22
2011,20150521,14
2011,20150522,11
2011,20150523,12
2011,20150524,12
2011,20150525,11
2011,20150526,14
2011,20150527,23
2011,20150528,14
2011,20150529,11
2011,20150530,12
2012,20150501,1
2012,20150502,1
2012,20150503,1
2012,20150504,1
2012,20150505,1
2012,20150506,1
2012,20150507,1
2012,20150508,1
2012,20150509,1
2012,20150510,1
2012,20150511,1
2012,20150512,1
2012,20150513,0
2012,20150514,1
2012,20150515,1
2012,20150516,2
2012,20150517,1
2012,20150518,1
2012,20150519,0
2012,20150520,0
2012,20150521,0
2012,20150522,0
2012,20150523,0
2012,20150524,0
2012,20150525,0
2012,20150526,0
2012,20150527,0
2012,20150528,0
2012,20150529,1
2012,20150530,0
2013,20150501,3
2013,20150502,3
2013,20150503,4
2013,20150504,3
2013,20150505,4
2013,20150506,6
2013,20150507,3
2013,20150508,3
2013,20150509,3
2013,20150510,4
2013,20150511,3
2013,20150512,4
2013,20150513,6
2013,20150514,3
2013,20150515,3
2013,20150516,3
2013,20150517,4
2013,20150518,3
2013,20150519,4
2013,20150520,6
2013,20150521,2
2013,20150522,3
2013,20150523,3
2013,20150524,4
2013,20150525,3
2013,20150526,4
2013,20150527,6
2013,20150528,2
2013,20150529,3
2013,20150530,3
2014,20150501,5
2014,20150502,4
2014,20150503,5
2014,20150504,6
2014,20150505,5
2014,20150506,8
2014,20150507,6
2014,20150508,5
2014,20150509,4
2014,20150510,5
2014,20150511,6
2014,20150512,5
2014,20150513,8
2014,20150514,6
2014,20150515,5
2014,20150516,4
2014,20150517,5
2014,20150518,6
2014,20150519,5
2014,20150520,8
2014,20150521,5
2014,20150522,4
2014,20150523,3
2014,20150524,5
2014,20150525,6
2014,20150526,5
2014,20150527,8
2014,20150528,5
2014,20150529,4
2014,20150530,3
2015,20150501,0
2015,20150502,3
2015,20150503,3
2015,20150504,3
2015,20150505,3
2015,20150506,3
2015,20150507,3
2015,20150508,2
2015,20150509,2
2015,20150510,3
2015,20150511,3
2015,20150512,3
2015,20150513,3
2015,20150514,3
2015,20150515,1
2015,20150516,3
2015,20150517,1
2015,20150518,1
2015,20150519,1
2015,20150520,1
2015,20150521,1
2015,20150522,1
2015,20150523,2
2015,20150524,2
2015,20150525,4
2015,20150526,4
2015,20150527,3
2015,20150528,1
2015,20150529,1
2015,20150530,1
2101,20150501,3
2101,20150502,2
2101,20150503,1
2101,20150504,1
2101,20150505,3
2101,20150506,3
2101,20150507,2
2101,20150508,0
2101,20150509,0
2101,20150510,0
2101,20150511,0
2101,20150512,0
2101,20150513,0
2101,20150514,0
2101,20150515,0
2101,20150516,0
2101,20150517,0
2101,20150518,0
2101,20150519,0
2101,20150520,0
2101,20150521,0
2101,20150522,0
2101,20150523,0
2101,20150524,0
2101,20150525,0
2101,20150526,0
2101,20150527,0
2101,20150528,0
2101,20150529,0
2101,20150530,0
2102,20150501,0
2102,20150502,0
2102,20150503,0
2102,20150504,0
2102,20150505,0
2102,20150506,0
2102,20150507,0
2102,20150508,0
2102,20150509,0
2102,20150510,0
2102,20150511,0
2102,20150512,0
2102,20150513,0
2102,20150514,0
2102,20150515,0
2102,20150516,0
2102,20150517,0
2102,20150518,0
2102,20150519,0
2102,20150520,0
2102,20150521,0
2102,20150522,0
2102,20150523,0
2102,20150524,0
2102,20150525,0
2102,20150526,0
2102,20150527,0
2102,20150528,0
2102,20150529,0
2102,20150530,0
2103,20150501,1
2103,20150502,0
2103,20150503,0
2103,20150504,1
2103,20150505,1
2103,20150506,1
2103,20150507,0
2103,20150508,0
2103,20150509,0
2103,20150510,0
2103,20150511,1
2103,20150512,1
2103,20150513,1
2103,20150514,0
2103,20150515,0
2103,20150516,0
2103,20150517,0
2103,20150518,1
2103,20150519,1
2103,20150520,1
2103,20150521,0
2103,20150522,0
2103,20150523,0
2103,20150524,0
2103,20150525,1
2103,20150526,1
2103,20150527,1
2103,20150528,0
2103,20150529,0
2103,20150530,0
2104,20150501,0
2104,20150502,1
2104,20150503,0
2104,20150504,1
2104,20150505,0
2104,20150506,1
2104,20150507,0
2104,20150508,0
2104,20150509,1
2104,20150510,0
2104,20150511,1
2104,20150512,0
2104,20150513,1
2104,20150514,0
2104,20150515,0
2104,20150516,0
2104,20150517,0
2104,20150518,1
2104,20150519,0
2104,20150520,1
2104,20150521,0
2104,20150522,0
2104,20150523,0
