bianma,riqi,xiaoliang
1101,20150919,1
1101,20150920,1
1101,20150921,1
1101,20150922,1
1101,20150923,1
1101,20150924,1
1101,20150925,1
1101,20150926,1
1101,20150927,1
1101,20150928,1
1101,20150929,1
1101,20150930,1
1101,20151001,1
1101,20151002,1
1101,20151003,1
1101,20151004,1
1101,20151005,1
1101,20151006,1
1101,20151007,1
1101,20151008,1
1101,20151009,1
1101,20151010,1
1101,20151011,1
1101,20151012,1
1101,20151013,1
1101,20151014,1
1101,20151015,1
1101,20151016,1
1101,20151017,1
1101,20151018,1
1101,20151019,1
1101,20151020,1
1101,20151021,1
1101,20151022,1
1101,20151023,1
1101,20151024,1
1101,20151025,1
1101,20151026,1
1101,20151027,1
1101,20151028,1
1101,20151029,1
1102,20150901,1
1102,20150902,5
1102,20150903,2
1102,20150904,0
1102,20150905,1
1102,20150906,1
1102,20150907,0
1102,20150908,1
1102,20150909,5
1102,20150911,0
1102,20150912,1
1102,20150913,1
1102,20150914,0
1102,20150915,1
1102,20150916,5
1102,20150917,2
1102,20150918,0
1102,20150919,1
1102,20150920,1
1102,20150921,0
1102,20150922,1
1102,20150923,5
1102,20150924,2
1102,20150925,0
1102,20150926,1
1102,20150927,0
1102,20150928,0
1102,20150929,1
1102,20150930,5
1102,20151001,2
1102,20151002,0
1102,20151003,1
1102,20151004,0
1102,20151005,0
1102,20151006,1
1102,20151007,5
1102,20151008,2
1102,20151009,0
1102,20151010,1
1102,20151011,0
1102,20151012,0
1102,20151013,1
1102,20151014,5
1102,20151015,2
1102,20151016,0
1102,20151017,1
1102,20151018,0
1102,20151019,0
1102,20151020,1
1102,20151021,5
1102,20151022,1
1102,20151023,0
1102,20151024,1
1102,20151025,0
1102,20151026,0
1102,20151027,1
1102,20151028,4
1102,20151029,1
1201,20150901,92
1201,20150902,99
1201,20150903,84
1201,20150904,84
1201,20150905,76
1201,20150906,85
1201,20150907,92
1201,20150908,92
1201,20150909,99
1201,20150911,84
1201,20150912,76
1201,20150913,85
1201,20150914,92
1201,20150915,92
1201,20150916,99
1201,20150917,84
1201,20150918,84
1201,20150919,76
1201,20150920,85
1201,20150921,92
1201,20150922,92
1201,20150923,99
1201,20150924,84
1201,20150925,84
1201,20150926,76
1201,20150927,85
1201,20150928,92
1201,20150929,92
1201,20150930,99
1201,20151001,76
1201,20151002,76
1201,20151003,76
1201,20151004,85
1201,20151005,85
1201,20151006,85
1201,20151007,92
1201,20151008,84
1201,20151009,84
1201,20151010,84
1201,20151011,85
1201,20151012,92
1201,20151013,92
1201,20151014,99
1201,20151015,84
1201,20151016,84
1201,20151017,76
1201,20151018,85
1201,20151019,92
1201,20151020,92
1201,20151021,99
1201,20151022,84
1201,20151023,84
1201,20151024,76
1201,20151025,85
1201,20151026,92
1201,20151027,92
1201,20151028,99
1201,20151029,84
1202,20150901,9
1202,20150902,9
1202,20150903,7
1202,20150904,7
1202,20150905,6
1202,20150906,7
1202,20150907,9
1202,20150908,9
1202,20150909,9
1202,20150911,7
1202,20150912,6
1202,20150913,7
1202,20150914,8
1202,20150915,8
1202,20150916,8
1202,20150917,6
1202,20150918,6
1202,20150919,5
1202,20150920,7
1202,20150921,8
1202,20150922,8
1202,20150923,8
1202,20150924,6
1202,20150925,6
1202,20150926,5
1202,20150927,7
1202,20150928,8
1202,20150929,8
1202,20150930,8
1202,20151001,6
1202,20151002,6
1202,20151003,6
1202,20151004,7
1202,20151005,7
1202,20151006,7
1202,20151007,7
1202,20151008,7
1202,20151009,7
1202,20151010,7
1202,20151011,7
1202,20151012,8
1202,20151013,8
1202,20151014,8
1202,20151015,7
1202,20151016,7
1202,20151017,5
1202,20151018,7
1202,20151019,8
1202,20151020,8
1202,20151021,8
1202,20151022,6
1202,20151023,6
1202,20151024,5
1202,20151025,7
1202,20151026,8
1202,20151027,8
1202,20151028,8
1202,20151029,6
1203,20150901,31
1203,20150902,58
1203,20150903,27
1203,20150904,30
1203,20150905,31
1203,20150906,31
1203,20150907,32
1203,20150908,31
1203,20150909,59
1203,20150911,30
1203,20150912,31
1203,20150913,31
1203,20150914,32
1203,20150915,31
1203,20150916,59
1203,20150917,27
1203,20150918,30
1203,20150919,31
1203,20150920,31
1203,20150921,33
1203,20150922,31
1203,20150923,59
1203,20150924,28
1203,20150925,31
1203,20150926,31
1203,20150927,31
1203,20150928,33
1203,20150929,32
1203,20150930,59
1203,20151001,28
1203,20151002,31
1203,20151003,31
1203,20151004,31
1203,20151005,33
1203,20151006,32
1203,20151007,60
1203,20151008,28
1203,20151009,31
1203,20151010,31
1203,20151011,31
1203,20151012,33
1203,20151013,32
1203,20151014,60
1203,20151015,28
1203,20151016,31
1203,20151017,32
1203,20151018,31
1203,20151019,33
1203,20151020,32
1203,20151021,60
1203,20151022,28
1203,20151023,31
1203,20151024,32
1203,20151025,31
1203,20151026,33
1203,20151027,32
1203,20151028,60
1203,20151029,28
1205,20150901,0
1205,20150902,1
1205,20150903,1
1205,20150904,1
1205,20150905,0
1205,20150906,0
1205,20150907,1
1205,20150908,0
1205,20150909,1
1205,20150911,1
1205,20150912,0
1205,20150913,0
1205,20150914,1
1205,20150915,0
1205,20150916,1
1205,20150917,1
1205,20150918,1
1205,20150919,0
1205,20150920,0
1205,20150921,1
1205,20150922,0
1205,20150923,1
1205,20150924,1
1205,20150925,0
1205,20150926,0
1205,20150927,0
1205,20150928,1
1205,20150929,0
1205,20150930,1
1205,20151001,0
1205,20151002,0
1205,20151003,0
1205,20151004,0
1205,20151005,1
1205,20151006,0
1205,20151007,1
1205,20151008,0
1205,20151009,0
1205,20151010,0
1205,20151011,0
1205,20151012,1
1205,20151013,0
1205,20151014,1
1205,20151015,0
1205,20151016,0
1205,20151017,0
1205,20151018,0
1205,20151019,1
1205,20151020,0
1205,20151021,1
1205,20151022,0
1205,20151023,0
1205,20151024,0
1205,20151025,0
1205,20151026,1
1205,20151027,0
1205,20151028,1
1205,20151029,0
1301,20150901,2
1301,20150902,3
1301,20150903,3
1301,20150904,3
1301,20150905,3
1301,20150906,3
1301,20150907,3
1301,20150908,3
1301,20150909,3
1301,20150911,3
1301,20150912,3
1301,20150913,3
1301,20150914,3
1301,20150915,3
1301,20150916,3
1301,20150917,3
1301,20150918,3
1301,20150919,3
1301,20150920,3
1301,20150921,3
1301,20150922,3
1301,20150923,3
1301,20150924,3
1301,20150925,3
1301,20150926,3
1301,20150927,3
1301,20150928,3
1301,20150929,3
1301,20150930,3
1301,20151001,2
1301,20151002,3
1301,20151003,3
1301,20151004,3
1301,20151005,3
1301,20151006,3
1301,20151007,3
1301,20151008,3
1301,20151009,3
1301,20151010,3
1301,20151011,3
1301,20151012,3
1301,20151013,3
1301,20151014,3
1301,20151015,3
1301,20151016,3
1301,20151017,3
1301,20151018,3
1301,20151019,3
1301,20151020,3
1301,20151021,3
1301,20151022,3
1301,20151023,3
1301,20151024,3
1301,20151025,3
1301,20151026,3
1301,20151027,3
1301,20151028,3
1301,20151029,3
1302,20150901,1
1302,20150902,1
1302,20150903,1
1302,20150904,1
1302,20150905,1
1302,20150906,1
1302,20150907,1
1302,20150908,1
1302,20150909,1
1302,20150911,1
1302,20150912,1
1302,20150913,1
1302,20150914,1
1302,20150915,1
1302,20150916,1
1302,20150917,1
1302,20150918,1
1302,20150919,1
1302,20150920,1
1302,20150921,1
1302,20150922,1
1302,20150923,1
1302,20150924,1
1302,20150925,1
1302,20150926,1
1302,20150927,1
1302,20150928,1
1302,20150929,1
1302,20150930,1
1302,20151001,1
1302,20151002,1
1302,20151003,1
1302,20151004,1
1302,20151005,1
1302,20151006,1
1302,20151007,1
1302,20151008,1
1302,20151009,1
1302,20151010,1
1302,20151011,1
1302,20151012,1
1302,20151013,1
1302,20151014,1
1302,20151015,1
1302,20151016,1
1302,20151017,1
1302,20151018,1
1302,20151019,1
1302,20151020,1
1302,20151021,1
1302,20151022,1
1302,20151023,1
1302,20151024,1
1302,20151025,1
1302,20151026,1
1302,20151027,1
1302,20151028,1
1302,20151029,1
1308,20150901,5
1308,20150902,5
1308,20150903,4
1308,20150904,4
1308,20150905,4
1308,20150906,4
1308,20150907,4
1308,20150908,4
1308,20150909,4
1308,20150911,4
1308,20150912,4
1308,20150913,4
1308,20150914,4
1308,20150915,4
1308,20150916,4
1308,20150917,4
1308,20150918,4
1308,20150919,3
1308,20150920,3
1308,20150921,4
1308,20150922,3
1308,20150923,3
1308,20150924,3
1308,20150925,3
1308,20150926,3
1308,20150927,3
1308,20150928,3
1308,20150929,3
1308,20150930,3
1308,20151001,4
1308,20151002,4
1308,20151003,4
1308,20151004,4
1308,20151005,4
1308,20151006,4
1308,20151007,4
1308,20151008,4
1308,20151009,4
1308,20151010,4
1308,20151011,4
1308,20151012,4
1308,20151013,4
1308,20151014,4
1308,20151015,4
1308,20151016,4
1308,20151017,3
1308,20151018,4
1308,20151019,4
1308,20151020,4
1308,20151021,4
1308,20151022,3
1308,20151023,3
1308,20151024,3
1308,20151025,3
1308,20151026,3
1308,20151027,3
1308,20151028,3
1308,20151029,3
1501,20150901,2
1501,20150902,2
1501,20150903,2
1501,20150904,2
1501,20150905,2
1501,20150906,2
1501,20150907,2
1501,20150908,2
1501,20150909,2
1501,20150911,2
1501,20150912,2
1501,20150913,2
1501,20150914,2
1501,20150915,2
1501,20150916,2
1501,20150917,2
1501,20150918,2
1501,20150919,2
1501,20150920,2
1501,20150921,2
1501,20150922,2
1501,20150923,2
1501,20150924,2
1501,20150925,2
1501,20150926,2
1501,20150927,2
1501,20150928,2
1501,20150929,2
1501,20150930,2
1501,20151001,2
1501,20151002,2
1501,20151003,2
1501,20151004,2
1501,20151005,2
1501,20151006,2
1501,20151007,2
1501,20151008,2
1501,20151009,2
1501,20151010,2
1501,20151011,2
1501,20151012,2
1501,20151013,2
1501,20151014,2
1501,20151015,2
1501,20151016,2
1501,20151017,2
1501,20151018,2
1501,20151019,2
1501,20151020,2
1501,20151021,2
1501,20151022,2
1501,20151023,2
1501,20151024,2
1501,20151025,2
1501,20151026,2
1501,20151027,2
1501,20151028,2
1501,20151029,2
1503,20150901,0
1503,20150902,0
1503,20150903,0
1503,20150904,0
1503,20150905,0
1503,20150906,0
1503,20150907,0
1503,20150908,0
1503,20150909,0
1503,20150911,0
1503,20150912,0
1503,20150913,0
1503,20150914,0
1503,20150915,0
1503,20150916,0
1503,20150917,0
1503,20150918,0
1503,20150919,0
1503,20150920,0
1503,20150921,0
1503,20150922,0
1503,20150923,0
1503,20150924,0
1503,20150925,0
1503,20150926,0
1503,20150927,0
1503,20150928,0
1503,20150929,0
1503,20150930,0
1503,20151001,0
1503,20151002,0
1503,20151003,0
1503,20151004,0
1503,20151005,0
1503,20151006,0
1503,20151007,0
1503,20151008,0
1503,20151009,0
1503,20151010,0
1503,20151011,0
1503,20151012,0
1503,20151013,0
1503,20151014,0
1503,20151015,0
1503,20151016,0
1503,20151017,0
1503,20151018,0
1503,20151019,0
1503,20151020,0
1503,20151021,0
1503,20151022,0
1503,20151023,0
1503,20151024,0
1503,20151025,0
1503,20151026,0
1503,20151027,0
1503,20151028,0
1503,20151029,0
1504,20150901,0
1504,20150902,0
1504,20150903,0
1504,20150904,0
1504,20150905,0
1504,20150906,0
1504,20150907,0
1504,20150908,0
1504,20150909,0
1504,20150911,0
1504,20150912,0
1504,20150913,0
1504,20150914,0
1504,20150915,0
1504,20150916,0
1504,20150917,0
1504,20150918,0
1504,20150919,0
1504,20150920,0
1504,20150921,0
1504,20150922,0
1504,20150923,0
1504,20150924,0
1504,20150925,0
1504,20150926,0
1504,20150927,0
1504,20150928,0
1504,20150929,0
1504,20150930,0
1504,20151001,0
1504,20151002,0
1504,20151003,0
1504,20151004,0
1504,20151005,0
1504,20151006,0
1504,20151007,0
1504,20151008,0
1504,20151009,0
1504,20151010,0
1504,20151011,0
1504,20151012,0
1504,20151013,0
1504,20151014,0
1504,20151015,0
1504,20151016,0
1504,20151017,0
1504,20151018,0
1504,20151019,0
1504,20151020,0
1504,20151021,0
1504,20151022,0
1504,20151023,0
1504,20151024,0
1504,20151025,0
1504,20151026,0
1504,20151027,0
1504,20151028,0
1504,20151029,0
1505,20150901,17
1505,20150902,24
1505,20150903,16
1505,20150904,17
1505,20150905,19
1505,20150906,16
1505,20150907,17
1505,20150908,18
1505,20150909,24
1505,20150911,18
1505,20150912,19
1505,20150913,16
1505,20150914,17
1505,20150915,18
1505,20150916,25
1505,20150917,17
1505,20150918,18
1505,20150919,19
1505,20150920,17
1505,20150921,18
1505,20150922,18
1505,20150923,25
1505,20150924,17
1505,20150925,19
1505,20150926,20
1505,20150927,17
1505,20150928,18
1505,20150929,19
1505,20150930,26
1505,20151001,17
1505,20151002,19
1505,20151003,20
1505,20151004,17
1505,20151005,18
1505,20151006,19
1505,20151007,27
1505,20151008,18
1505,20151009,20
1505,20151010,21
1505,20151011,18
1505,20151012,19
1505,20151013,20
1505,20151014,27
1505,20151015,18
1505,20151016,20
1505,20151017,21
1505,20151018,18
1505,20151019,19
1505,20151020,20
1505,20151021,28
1505,20151022,19
1505,20151023,21
1505,20151024,22
1505,20151025,19
1505,20151026,20
1505,20151027,21
1505,20151028,29
1505,20151029,19
1508,20150901,1
1508,20150902,1
1508,20150903,1
1508,20150904,1
1508,20150905,0
1508,20150906,0
1508,20150907,1
1508,20150908,1
1508,20150909,1
1508,20150911,1
1508,20150912,0
1508,20150913,0
1508,20150914,1
1508,20150915,1
1508,20150916,1
1508,20150917,1
1508,20150918,1
1508,20150919,0
1508,20150920,0
1508,20150921,1
1508,20150922,1
1508,20150923,1
1508,20150924,1
1508,20150925,1
1508,20150926,0
1508,20150927,0
1508,20150928,1
1508,20150929,1
1508,20150930,1
1508,20151001,0
1508,20151002,0
1508,20151003,0
1508,20151004,0
1508,20151005,0
1508,20151006,0
1508,20151007,0
1508,20151008,1
1508,20151009,1
1508,20151010,1
1508,20151011,0
1508,20151012,1
1508,20151013,1
1508,20151014,1
1508,20151015,1
1508,20151016,1
1508,20151017,0
1508,20151018,0
1508,20151019,1
1508,20151020,1
1508,20151021,1
1508,20151022,1
1508,20151023,1
1508,20151024,0
1508,20151025,0
1508,20151026,1
1508,20151027,1
1508,20151028,1
1508,20151029,1
1510,20150901,1
1510,20150902,1
1510,20150903,1
1510,20150904,1
1510,20150905,1
1510,20150906,1
1510,20150907,1
1510,20150908,1
1510,20150909,1
1510,20150911,1
1510,20150912,1
1510,20150913,1
1510,20150914,1
1510,20150915,1
1510,20150916,1
1510,20150917,1
1510,20150918,1
1510,20150919,1
1510,20150920,1
1510,20150921,1
1510,20150922,1
1510,20150923,1
1510,20150924,1
1510,20150925,1
1510,20150926,1
1510,20150927,1
1510,20150928,1
1510,20150929,1
1510,20150930,1
1510,20151001,1
1510,20151002,1
1510,20151003,1
1510,20151004,1
1510,20151005,1
1510,20151006,1
1510,20151007,1
1510,20151008,1
1510,20151009,1
1510,20151010,1
1510,20151011,1
1510,20151012,1
1510,20151013,1
1510,20151014,1
1510,20151015,1
1510,20151016,1
1510,20151017,1
1510,20151018,1
1510,20151019,1
1510,20151020,1
1510,20151021,1
1510,20151022,1
1510,20151023,1
1510,20151024,1
1510,20151025,1
1510,20151026,1
1510,20151027,1
1510,20151028,1
1510,20151029,1
1512,20150901,0
1512,20150902,0
1512,20150903,0
1512,20150904,0
1512,20150905,0
1512,20150906,0
1512,20150907,0
1512,20150908,0
1512,20150909,0
1512,20150911,0
1512,20150912,0
1512,20150913,0
1512,20150914,0
1512,20150915,0
1512,20150916,0
1512,20150917,0
1512,20150918,0
1512,20150919,0
1512,20150920,0
1512,20150921,0
1512,20150922,0
1512,20150923,0
1512,20150924,0
1512,20150925,0
1512,20150926,0
1512,20150927,0
1512,20150928,0
1512,20150929,0
1512,20150930,0
1512,20151001,0
1512,20151002,0
1512,20151003,0
1512,20151004,0
1512,20151005,0
1512,20151006,0
1512,20151007,0
1512,20151008,0
1512,20151009,0
1512,20151010,0
1512,20151011,0
1512,20151012,0
1512,20151013,0
1512,20151014,0
1512,20151015,0
1512,20151016,0
1512,20151017,0
1512,20151018,0
1512,20151019,0
1512,20151020,0
1512,20151021,0
1512,20151022,0
1512,20151023,0
1512,20151024,0
1512,20151025,0
1512,20151026,0
1512,20151027,0
1512,20151028,0
1512,20151029,0
1513,20150901,1
1513,20150902,1
1513,20150903,0
1513,20150904,0
1513,20150905,0
1513,20150906,0
1513,20150907,1
1513,20150908,1
1513,20150909,1
1513,20150911,0
1513,20150912,0
1513,20150913,0
1513,20150914,1
1513,20150915,1
1513,20150916,1
1513,20150917,0
1513,20150918,0
1513,20150919,0
1513,20150920,0
1513,20150921,1
1513,20150922,1
1513,20150923,1
1513,20150924,0
1513,20150925,0
1513,20150926,0
1513,20150927,0
1513,20150928,1
1513,20150929,1
1513,20150930,1
1513,20151001,0
1513,20151002,0
1513,20151003,0
1513,20151004,0
1513,20151005,1
1513,20151006,1
1513,20151007,1
1513,20151008,0
1513,20151009,0
1513,20151010,0
1513,20151011,0
1513,20151012,1
1513,20151013,1
1513,20151014,1
1513,20151015,0
1513,20151016,0
1513,20151017,0
1513,20151018,1
1513,20151019,1
1513,20151020,1
1513,20151021,1
1513,20151022,0
1513,20151023,1
1513,20151024,1
1513,20151025,1
1513,20151026,1
1513,20151027,1
1513,20151028,1
1513,20151029,0
1516,20150901,1
1516,20150902,1
1516,20150903,1
1516,20150904,1
1516,20150905,1
1516,20150906,1
1516,20150907,1
1516,20150908,1
1516,20150909,1
1516,20150911,1
1516,20150912,1
1516,20150913,1
1516,20150914,1
1516,20150915,1
1516,20150916,1
1516,20150917,1
1516,20150918,1
1516,20150919,1
1516,20150920,1
1516,20150921,1
1516,20150922,1
1516,20150923,1
1516,20150924,1
1516,20150925,1
1516,20150926,1
1516,20150927,1
1516,20150928,1
1516,20150929,1
1516,20150930,1
1516,20151001,1
1516,20151002,1
1516,20151003,1
1516,20151004,1
1516,20151005,1
1516,20151006,1
1516,20151007,1
1516,20151008,1
1516,20151009,1
1516,20151010,1
1516,20151011,1
1516,20151012,1
1516,20151013,1
1516,20151014,1
1516,20151015,1
1516,20151016,1
1516,20151017,1
1516,20151018,1
1516,20151019,1
1516,20151020,1
1516,20151021,1
1516,20151022,1
1516,20151023,1
1516,20151024,1
1516,20151025,1
1516,20151026,1
1516,20151027,1
1516,20151028,1
1516,20151029,1
1517,20150901,2
1517,20150902,4
1517,20150903,2
1517,20150904,2
1517,20150905,3
1517,20150906,2
1517,20150907,3
1517,20150908,2
1517,20150909,4
1517,20150911,2
1517,20150912,3
1517,20150913,2
1517,20150914,3
1517,20150915,2
1517,20150916,4
1517,20150917,2
1517,20150918,2
1517,20150919,3
1517,20150920,2
1517,20150921,3
1517,20150922,2
1517,20150923,4
1517,20150924,2
1517,20150925,2
1517,20150926,3
1517,20150927,2
1517,20150928,3
1517,20150929,2
1517,20150930,4
1517,20151001,2
1517,20151002,2
1517,20151003,3
1517,20151004,2
1517,20151005,3
1517,20151006,2
1517,20151007,4
1517,20151008,2
1517,20151009,2
1517,20151010,3
1517,20151011,2
1517,20151012,3
1517,20151013,2
1517,20151014,4
1517,20151015,2
1517,20151016,2
1517,20151017,3
1517,20151018,2
1517,20151019,3
1517,20151020,2
1517,20151021,4
1517,20151022,2
1517,20151023,2
1517,20151024,3
1517,20151025,2
1517,20151026,3
1517,20151027,2
1517,20151028,3
1517,20151029,2
1518,20150901,12
1518,20150902,20
1518,20150903,11
1518,20150904,12
1518,20150905,14
1518,20150906,14
1518,20150907,11
1518,20150908,12
1518,20150909,20
1518,20150911,12
1518,20150912,14
1518,20150913,14
1518,20150914,11
1518,20150915,12
1518,20150916,20
1518,20150917,11
1518,20150918,12
1518,20150919,14
1518,20150920,15
1518,20150921,12
1518,20150922,12
1518,20150923,21
1518,20150924,11
1518,20150925,13
1518,20150926,14
1518,20150927,15
1518,20150928,12
1518,20150929,13
1518,20150930,21
1518,20151001,11
1518,20151002,13
1518,20151003,14
1518,20151004,15
1518,20151005,12
1518,20151006,13
1518,20151007,21
1518,20151008,12
1518,20151009,13
1518,20151010,15
1518,20151011,15
1518,20151012,12
1518,20151013,13
1518,20151014,22
1518,20151015,12
1518,20151016,13
1518,20151017,15
1518,20151018,15
1518,20151019,12
1518,20151020,13
1518,20151021,22
1518,20151022,12
1518,20151023,13
1518,20151024,15
1518,20151025,16
1518,20151026,13
1518,20151027,13
1518,20151028,22
1518,20151029,12
1519,20150901,1
1519,20150902,1
1519,20150903,1
1519,20150904,1
1519,20150905,1
1519,20150906,1
1519,20150907,1
1519,20150908,1
1519,20150909,1
1519,20150911,1
1519,20150912,1
1519,20150913,1
1519,20150914,1
1519,20150915,1
1519,20150916,1
1519,20150917,1
1519,20150918,1
1519,20150919,1
1519,20150920,1
1519,20150921,1
1519,20150922,1
1519,20150923,1
1519,20150924,1
1519,20150925,1
1519,20150926,1
1519,20150927,1
1519,20150928,1
1519,20150929,1
1519,20150930,1
1519,20151001,1
1519,20151002,1
1519,20151003,1
1519,20151004,1
1519,20151005,1
1519,20151006,1
1519,20151007,1
1519,20151008,1
1519,20151009,1
1519,20151010,1
1519,20151011,1
1519,20151012,1
1519,20151013,1
1519,20151014,1
1519,20151015,1
1519,20151016,1
1519,20151017,1
1519,20151018,1
1519,20151019,1
1519,20151020,1
1519,20151021,1
1519,20151022,1
1519,20151023,1
1519,20151024,1
1519,20151025,1
1519,20151026,1
1519,20151027,1
1519,20151028,1
1519,20151029,1
1520,20150901,0
1520,20150902,0
1520,20150903,0
1520,20150904,0
1520,20150905,0
1520,20150906,0
1520,20150907,0
1520,20150908,0
1520,20150909,0
1520,20150911,0
1520,20150912,0
1520,20150913,0
1520,20150914,0
1520,20150915,0
1520,20150916,0
1520,20150917,0
1520,20150918,0
1520,20150919,0
1520,20150920,0
1520,20150921,0
1520,20150922,0
1520,20150923,0
1520,20150924,0
1520,20150925,0
1520,20150926,0
1520,20150927,0
1520,20150928,0
1520,20150929,0
1520,20150930,0
1520,20151001,0
1520,20151002,0
1520,20151003,0
1520,20151004,0
1520,20151005,0
1520,20151006,0
1520,20151007,0
1520,20151008,0
1520,20151009,0
1520,20151010,0
1520,20151011,0
1520,20151012,0
1520,20151013,0
1520,20151014,0
1520,20151015,0
1520,20151016,0
1520,20151017,0
1520,20151018,0
1520,20151019,0
1520,20151020,0
1520,20151021,0
1520,20151022,0
1520,20151023,0
1520,20151024,0
1520,20151025,0
1520,20151026,0
1520,20151027,0
1520,20151028,0
1520,20151029,0
1521,20150901,9
1521,20150902,15
1521,20150903,8
1521,20150904,9
1521,20150905,9
1521,20150906,9
1521,20150907,10
1521,20150908,9
1521,20150909,15
1521,20150911,9
1521,20150912,9
1521,20150913,9
1521,20150914,10
1521,20150915,9
1521,20150916,15
1521,20150917,8
1521,20150918,9
1521,20150919,9
1521,20150920,9
1521,20150921,10
1521,20150922,10
1521,20150923,15
1521,20150924,8
1521,20150925,9
1521,20150926,9
1521,20150927,9
1521,20150928,10
1521,20150929,10
1521,20150930,15
1521,20151001,8
1521,20151002,9
1521,20151003,9
1521,20151004,9
1521,20151005,10
1521,20151006,10
1521,20151007,15
1521,20151008,8
1521,20151009,9
1521,20151010,9
1521,20151011,9
1521,20151012,10
1521,20151013,10
1521,20151014,15
1521,20151015,9
1521,20151016,9
1521,20151017,9
1521,20151018,9
1521,20151019,10
1521,20151020,10
1521,20151021,15
1521,20151022,9
1521,20151023,9
1521,20151024,9
1521,20151025,9
1521,20151026,10
1521,20151027,10
1521,20151028,15
1521,20151029,9
2001,20150901,2
2001,20150902,2
2001,20150903,2
2001,20150904,2
2001,20150905,2
2001,20150906,2
2001,20150907,2
2001,20150908,2
2001,20150909,2
2001,20150911,2
2001,20150912,2
2001,20150913,2
2001,20150914,2
2001,20150915,2
2001,20150916,2
2001,20150917,2
2001,20150918,2
2001,20150919,2
2001,20150920,2
2001,20150921,2
2001,20150922,2
2001,20150923,2
2001,20150924,2
2001,20150925,2
2001,20150926,2
2001,20150927,2
2001,20150928,2
2001,20150929,2
2001,20150930,2
2001,20151001,2
2001,20151002,2
2001,20151003,2
2001,20151004,2
2001,20151005,2
2001,20151006,2
2001,20151007,2
2001,20151008,2
2001,20151009,2
2001,20151010,2
2001,20151011,2
2001,20151012,2
2001,20151013,2
2001,20151014,2
2001,20151015,2
