编码,日期,销量
1103,20150525,0.0
1103,20150526,2.0
1103,20150527,0.0
1103,20150528,0.0
1103,20150529,0.0
1103,20150530,0.0
1201,20150501,99.0
1201,20150502,76.0
1201,20150503,96.0
1201,20150504,101.0
1201,20150505,84.0
1201,20150506,108.0
1201,20150507,59.0
1201,20150508,75.0
1201,20150509,69.0
1201,20150510,96.0
1201,20150511,94.0
1201,20150512,88.0
1201,20150513,109.0
1201,20150514,59.0
1201,20150515,64.0
1201,20150516,62.0
1201,20150517,78.0
1201,20150518,84.0
1201,20150519,85.0
1201,20150520,99.0
1201,20150521,66.0
1201,20150522,69.0
1201,20150523,60.0
1201,20150524,76.0
1201,20150525,76.0
1201,20150526,81.0
1201,20150527,88.0
1201,20150528,76.0
1201,20150529,85.0
1201,20150530,78.0
1202,20150501,6.0
1202,20150502,6.0
1202,20150503,6.0
1202,20150504,7.0
1202,20150505,9.0
1202,20150506,8.0
1202,20150507,8.0
1202,20150508,6.0
1202,20150509,6.0
1202,20150510,6.0
1202,20150511,6.0
1202,20150512,5.0
1202,20150513,6.0
1202,20150514,7.0
1202,20150515,5.0
1202,20150516,8.0
1202,20150517,8.0
1202,20150518,4.0
1202,20150519,7.0
1202,20150520,6.0
1202,20150521,9.0
1202,20150522,7.0
1202,20150523,7.0
1202,20150524,7.0
1202,20150525,6.0
1202,20150526,6.0
1202,20150527,7.0
1202,20150528,7.0
1202,20150529,8.0
1202,20150530,8.0
1203,20150501,29.0
1203,20150502,26.0
1203,20150503,32.0
1203,20150504,30.0
1203,20150505,18.0
1203,20150506,37.0
1203,20150507,14.0
1203,20150508,30.0
1203,20150509,22.0
1203,20150510,28.0
1203,20150511,30.0
1203,20150512,22.0
1203,20150513,26.0
1203,20150514,22.0
1203,20150515,24.0
1203,20150516,19.0
1203,20150517,24.0
1203,20150518,26.0
1203,20150519,26.0
1203,20150520,33.0
1203,20150521,21.0
1203,20150522,16.0
1203,20150523,17.0
1203,20150524,22.0
1203,20150525,22.0
1203,20150526,18.0
1203,20150527,34.0
1203,20150528,12.0
1203,20150529,16.0
1203,20150530,18.0
1205,20150501,0.0
1205,20150502,0.0
1205,20150503,1.0
1205,20150504,1.0
1205,20150505,1.0
1205,20150506,0.0
1205,20150507,0.0
1205,20150508,2.0
1205,20150509,1.0
1205,20150510,2.0
1205,20150511,1.0
1205,20150512,1.0
1205,20150513,1.0
1205,20150514,2.0
1205,20150515,2.0
1205,20150516,2.0
1205,20150517,2.0
1205,20150518,2.0
1205,20150519,2.0
1205,20150520,1.0
1205,20150521,1.0
1205,20150522,1.0
1205,20150523,1.0
1205,20150524,1.0
1205,20150525,0.0
1205,20150526,1.0
1205,20150527,0.0
1205,20150528,1.0
1205,20150529,1.0
1205,20150530,2.0
1301,20150501,2.0
1301,20150502,2.0
1301,20150503,3.0
1301,20150504,2.0
1301,20150505,3.0
1301,20150506,2.0
1301,20150507,2.0
1301,20150508,2.0
1301,20150509,2.0
1301,20150510,2.0
1301,20150511,2.0
1301,20150512,2.0
1301,20150513,2.0
1301,20150514,2.0
1301,20150515,0.0
1301,20150516,2.0
1301,20150517,2.0
1301,20150518,2.0
1301,20150519,1.0
1301,20150520,2.0
1301,20150521,1.0
1301,20150522,3.0
1301,20150523,1.0
1301,20150524,3.0
1301,20150525,2.0
1301,20150526,1.0
1301,20150527,3.0
1301,20150528,2.0
1301,20150529,4.0
1301,20150530,1.0
1302,20150501,1.0
1302,20150502,1.0
1302,20150503,2.0
1302,20150504,0.0
1302,20150505,0.0
1302,20150506,1.0
1302,20150507,1.0
1302,20150508,1.0
1302,20150509,1.0
1302,20150510,1.0
1302,20150511,1.0
1302,20150512,1.0
1302,20150513,1.0
1302,20150514,0.0
1302,20150515,0.0
1302,20150516,1.0
1302,20150517,1.0
1302,20150518,0.0
1302,20150519,0.0
1302,20150520,1.0
1302,20150521,0.0
1302,20150522,1.0
1302,20150523,1.0
1302,20150524,0.0
1302,20150525,0.0
1302,20150526,1.0
1302,20150527,1.0
1302,20150528,0.0
1302,20150529,0.0
1302,20150530,0.0
1306,20150501,0.0
1306,20150502,0.0
1306,20150503,0.0
1306,20150504,0.0
1306,20150505,0.0
1306,20150506,0.0
1306,20150507,0.0
1306,20150508,0.0
1306,20150509,0.0
1306,20150510,0.0
1306,20150511,0.0
1306,20150512,0.0
1306,20150513,0.0
1306,20150514,0.0
1306,20150515,0.0
1306,20150516,0.0
1306,20150517,0.0
1306,20150518,0.0
1306,20150519,0.0
1306,20150520,2.0
1306,20150521,0.0
1306,20150522,2.0
1306,20150523,1.0
1306,20150524,0.0
1306,20150525,1.0
1306,20150526,0.0
1306,20150527,1.0
1306,20150528,0.0
1306,20150529,0.0
1306,20150530,0.0
1308,20150501,4.0
1308,20150502,3.0
1308,20150503,1.0
1308,20150504,2.0
1308,20150505,3.0
1308,20150506,1.0
1308,20150507,2.0
1308,20150508,0.0
1308,20150509,0.0
1308,20150510,0.0
1308,20150511,0.0
1308,20150512,0.0
1308,20150513,2.0
1308,20150514,2.0
1308,20150515,4.0
1308,20150516,5.0
1308,20150517,6.0
1308,20150518,6.0
1308,20150519,4.0
1308,20150520,5.0
1308,20150521,4.0
1308,20150522,5.0
1308,20150523,4.0
1308,20150524,5.0
1308,20150525,6.0
1308,20150526,6.0
1308,20150527,6.0
1308,20150528,6.0
1308,20150529,6.0
1308,20150530,5.0
1501,20150501,3.0
1501,20150502,3.0
1501,20150503,2.0
1501,20150504,3.0
1501,20150505,2.0
1501,20150506,2.0
1501,20150507,3.0
1501,20150508,3.0
1501,20150509,3.0
1501,20150510,3.0
1501,20150511,3.0
1501,20150512,2.0
1501,20150513,2.0
1501,20150514,2.0
1501,20150515,1.0
1501,20150516,3.0
1501,20150517,3.0
1501,20150518,3.0
1501,20150519,3.0
1501,20150520,3.0
1501,20150521,2.0
1501,20150522,4.0
1501,20150523,3.0
1501,20150524,3.0
1501,20150525,3.0
1501,20150526,2.0
1501,20150527,2.0
1501,20150528,3.0
1501,20150529,4.0
1501,20150530,4.0
1502,20150501,0.0
1502,20150502,0.0
1502,20150503,0.0
1502,20150504,0.0
1502,20150505,0.0
1502,20150506,0.0
1502,20150507,0.0
1502,20150508,0.0
1502,20150509,0.0
1502,20150510,0.0
1502,20150511,0.0
1502,20150512,0.0
1502,20150513,0.0
1502,20150514,0.0
1502,20150515,0.0
1502,20150516,0.0
1502,20150517,0.0
1502,20150518,0.0
1502,20150519,0.0
1502,20150520,0.0
1502,20150521,0.0
1502,20150522,0.0
1502,20150523,0.0
1502,20150524,0.0
1502,20150525,0.0
1502,20150526,0.0
1502,20150527,0.0
1502,20150528,0.0
1502,20150529,0.0
1502,20150530,0.0
1503,20150501,0.0
1503,20150502,0.0
1503,20150503,1.0
1503,20150504,1.0
1503,20150505,1.0
1503,20150506,0.0
1503,20150507,0.0
1503,20150508,0.0
1503,20150509,0.0
1503,20150510,0.0
1503,20150511,0.0
1503,20150512,0.0
1503,20150513,0.0
1503,20150514,0.0
1503,20150515,1.0
1503,20150516,0.0
1503,20150517,0.0
1503,20150518,0.0
1503,20150519,0.0
1503,20150520,0.0
1503,20150521,0.0
1503,20150522,1.0
1503,20150523,0.0
1503,20150524,0.0
1503,20150525,0.0
1503,20150526,0.0
1503,20150527,0.0
1503,20150528,0.0
1503,20150529,0.0
1503,20150530,0.0
1504,20150501,0.0
1504,20150502,0.0
1504,20150503,0.0
1504,20150504,0.0
1504,20150505,0.0
1504,20150506,0.0
1504,20150507,0.0
1504,20150508,0.0
1504,20150509,0.0
1504,20150510,0.0
1504,20150511,0.0
1504,20150512,0.0
1504,20150513,0.0
1504,20150514,0.0
1504,20150515,1.0
1504,20150516,0.0
1504,20150517,0.0
1504,20150518,0.0
1504,20150519,0.0
1504,20150520,0.0
1504,20150521,0.0
1504,20150522,1.0
1504,20150523,0.0
1504,20150524,0.0
1504,20150525,0.0
1504,20150526,0.0
1504,20150527,1.0
1504,20150528,0.0
1504,20150529,0.0
1504,20150530,0.0
1505,20150501,12.0
1505,20150502,10.0
1505,20150503,16.0
1505,20150504,16.0
1505,20150505,16.0
1505,20150506,17.0
1505,20150507,14.0
1505,20150508,10.0
1505,20150509,15.0
1505,20150510,19.0
1505,20150511,14.0
1505,20150512,14.0
1505,20150513,16.0
1505,20150514,14.0
1505,20150515,8.0
1505,20150516,9.0
1505,20150517,9.0
1505,20150518,8.0
1505,20150519,8.0
1505,20150520,9.0
1505,20150521,9.0
1505,20150522,7.0
1505,20150523,10.0
1505,20150524,10.0
1505,20150525,8.0
1505,20150526,11.0
1505,20150527,10.0
1505,20150528,6.0
1505,20150529,8.0
1505,20150530,10.0
1507,20150501,0.0
1507,20150502,0.0
1507,20150503,0.0
1507,20150504,0.0
1507,20150505,0.0
1507,20150506,0.0
1507,20150507,0.0
1507,20150508,0.0
1507,20150509,0.0
1507,20150510,0.0
1507,20150511,0.0
1507,20150512,0.0
1507,20150513,0.0
1507,20150514,0.0
1507,20150515,0.0
1507,20150516,0.0
1507,20150517,0.0
1507,20150518,0.0
1507,20150519,0.0
1507,20150520,0.0
1507,20150521,0.0
1507,20150522,0.0
1507,20150523,0.0
1507,20150524,0.0
1507,20150525,0.0
1507,20150526,0.0
1507,20150527,0.0
1507,20150528,0.0
1507,20150529,0.0
1507,20150530,0.0
1508,20150501,1.0
1508,20150502,1.0
1508,20150503,0.0
1508,20150504,2.0
1508,20150505,1.0
1508,20150506,0.0
1508,20150507,1.0
1508,20150508,1.0
1508,20150509,1.0
1508,20150510,0.0
1508,20150511,1.0
1508,20150512,1.0
1508,20150513,0.0
1508,20150514,0.0
1508,20150515,1.0
1508,20150516,1.0
1508,20150517,1.0
1508,20150518,1.0
1508,20150519,1.0
1508,20150520,1.0
1508,20150521,0.0
1508,20150522,1.0
1508,20150523,1.0
1508,20150524,1.0
1508,20150525,1.0
1508,20150526,1.0
1508,20150527,1.0
1508,20150528,0.0
1508,20150529,2.0
1508,20150530,0.0
1510,20150501,0.0
1510,20150502,0.0
1510,20150503,2.0
1510,20150504,0.0
1510,20150505,2.0
1510,20150506,0.0
1510,20150507,1.0
1510,20150508,1.0
1510,20150509,0.0
1510,20150510,0.0
1510,20150511,1.0
1510,20150512,0.0
1510,20150513,1.0
1510,20150514,0.0
1510,20150515,0.0
1510,20150516,1.0
1510,20150517,1.0
1510,20150518,1.0
1510,20150519,1.0
1510,20150520,1.0
1510,20150521,3.0
1510,20150522,0.0
1510,20150523,1.0
1510,20150524,1.0
1510,20150525,2.0
1510,20150526,0.0
1510,20150527,3.0
1510,20150528,0.0
1510,20150529,2.0
1510,20150530,0.0
1511,20150501,0.0
1511,20150502,0.0
1511,20150503,0.0
1511,20150504,0.0
1511,20150505,0.0
1511,20150506,0.0
1511,20150507,0.0
1511,20150508,0.0
1511,20150509,0.0
1511,20150510,0.0
1511,20150511,0.0
1511,20150512,0.0
1511,20150513,0.0
1511,20150514,0.0
1511,20150515,0.0
1511,20150516,0.0
1511,20150517,0.0
1511,20150518,0.0
1511,20150519,0.0
1511,20150520,0.0
1511,20150521,0.0
1511,20150522,0.0
1511,20150523,0.0
1511,20150524,0.0
1511,20150525,0.0
1511,20150526,0.0
1511,20150527,0.0
1511,20150528,0.0
1511,20150529,0.0
1511,20150530,0.0
1512,20150501,0.0
1512,20150502,0.0
1512,20150503,0.0
1512,20150504,0.0
1512,20150505,0.0
1512,20150506,0.0
1512,20150507,0.0
1512,20150508,0.0
1512,20150509,0.0
1512,20150510,0.0
1512,20150511,0.0
1512,20150512,1.0
1512,20150513,0.0
1512,20150514,0.0
1512,20150515,0.0
1512,20150516,0.0
1512,20150517,0.0
1512,20150518,0.0
1512,20150519,1.0
1512,20150520,0.0
1512,20150521,0.0
1512,20150522,0.0
1512,20150523,0.0
1512,20150524,1.0
1512,20150525,0.0
1512,20150526,0.0
1512,20150527,0.0
1512,20150528,0.0
1512,20150529,0.0
1512,20150530,0.0
1513,20150501,1.0
1513,20150502,0.0
1513,20150503,1.0
1513,20150504,0.0
1513,20150505,1.0
1513,20150506,1.0
1513,20150507,0.0
1513,20150508,0.0
1513,20150509,1.0
1513,20150510,1.0
1513,20150511,0.0
1513,20150512,2.0
1513,20150513,0.0
1513,20150514,1.0
1513,20150515,0.0
1513,20150516,0.0
1513,20150517,0.0
1513,20150518,2.0
1513,20150519,1.0
1513,20150520,0.0
1513,20150521,0.0
1513,20150522,0.0
1513,20150523,0.0
1513,20150524,0.0
1513,20150525,0.0
1513,20150526,1.0
1513,20150527,0.0
1513,20150528,0.0
1513,20150529,1.0
1513,20150530,0.0
1515,20150501,1.0
1515,20150502,0.0
1515,20150503,2.0
1515,20150504,0.0
1515,20150505,0.0
1515,20150506,0.0
1515,20150507,0.0
1515,20150508,1.0
1515,20150509,0.0
1515,20150510,1.0
1515,20150511,1.0
1515,20150512,1.0
1515,20150513,1.0
1515,20150514,1.0
1515,20150515,1.0
1515,20150516,1.0
1515,20150517,0.0
1515,20150518,1.0
1515,20150519,2.0
1515,20150520,0.0
1515,20150521,0.0
1515,20150522,1.0
1515,20150523,0.0
1515,20150524,1.0
1515,20150525,1.0
1515,20150526,1.0
1515,20150527,1.0
1515,20150528,1.0
1515,20150529,0.0
1515,20150530,1.0
1516,20150501,0.0
1516,20150502,1.0
1516,20150503,0.0
1516,20150504,2.0
1516,20150505,0.0
1516,20150506,3.0
1516,20150507,1.0
1516,20150508,0.0
1516,20150509,0.0
1516,20150510,0.0
1516,20150511,1.0
1516,20150512,0.0
1516,20150513,1.0
1516,20150514,0.0
1516,20150515,0.0
1516,20150516,0.0
1516,20150517,0.0
1516,20150518,1.0
1516,20150519,0.0
1516,20150520,1.0
1516,20150521,0.0
1516,20150522,0.0
1516,20150523,0.0
1516,20150524,0.0
1516,20150525,0.0
1516,20150526,0.0
1516,20150527,1.0
1516,20150528,0.0
1516,20150529,1.0
1516,20150530,0.0
1517,20150501,3.0
1517,20150502,3.0
1517,20150503,3.0
1517,20150504,3.0
1517,20150505,3.0
1517,20150506,3.0
1517,20150507,4.0
1517,20150508,4.0
1517,20150509,4.0
1517,20150510,5.0
1517,20150511,5.0
1517,20150512,5.0
1517,20150513,5.0
1517,20150514,5.0
1517,20150515,3.0
1517,20150516,2.0
1517,20150517,3.0
1517,20150518,3.0
1517,20150519,3.0
1517,20150520,2.0
1517,20150521,3.0
1517,20150522,3.0
1517,20150523,2.0
1517,20150524,3.0
1517,20150525,3.0
1517,20150526,4.0
1517,20150527,5.0
1517,20150528,4.0
1517,20150529,1.0
1517,20150530,5.0
1518,20150501,12.0
1518,20150502,10.0
1518,20150503,10.0
1518,20150504,6.0
1518,20150505,11.0
1518,20150506,13.0
1518,20150507,8.0
1518,20150508,10.0
1518,20150509,8.0
1518,20150510,10.0
1518,20150511,9.0
1518,20150512,10.0
1518,20150513,11.0
1518,20150514,8.0
1518,20150515,11.0
1518,20150516,12.0
1518,20150517,10.0
1518,20150518,10.0
1518,20150519,8.0
1518,20150520,11.0
1518,20150521,9.0
1518,20150522,3.0
1518,20150523,7.0
1518,20150524,12.0
1518,20150525,3.0
1518,20150526,5.0
1518,20150527,9.0
1518,20150528,6.0
1518,20150529,5.0
1518,20150530,6.0
1519,20150501,1.0
1519,20150502,2.0
1519,20150503,2.0
1519,20150504,1.0
1519,20150505,2.0
1519,20150506,2.0
1519,20150507,2.0
1519,20150508,0.0
1519,20150509,2.0
1519,20150510,2.0
1519,20150511,1.0
1519,20150512,1.0
1519,20150513,2.0
1519,20150514,4.0
1519,20150515,0.0
1519,20150516,0.0
1519,20150517,0.0
1519,20150518,1.0
1519,20150519,2.0
1519,20150520,2.0
1519,20150521,2.0
1519,20150522,1.0
1519,20150523,1.0
1519,20150524,1.0
1519,20150525,1.0
1519,20150526,2.0
1519,20150527,1.0
1519,20150528,0.0
1519,20150529,1.0
1519,20150530,2.0
1521,20150501,12.0
1521,20150502,10.0
1521,20150503,10.0
1521,20150504,11.0
1521,20150505,8.0
1521,20150506,9.0
1521,20150507,8.0
1521,20150508,9.0
1521,20150509,9.0
1521,20150510,11.0
1521,20150511,14.0
1521,20150512,12.0
1521,20150513,9.0
1521,20150514,5.0
1521,20150515,10.0
1521,20150516,10.0
1521,20150517,11.0
1521,20150518,9.0
1521,20150519,9.0
1521,20150520,9.0
1521,20150521,8.0
1521,20150522,7.0
1521,20150523,6.0
1521,20150524,8.0
1521,20150525,7.0
1521,20150526,8.0
1521,20150527,9.0
1521,20150528,7.0
1521,20150529,6.0
1521,20150530,7.0
2001,20150501,1.0
2001,20150502,3.0
2001,20150503,1.0
2001,20150504,2.0
2001,20150505,1.0
2001,20150506,2.0
2001,20150507,1.0
2001,20150508,1.0
2001,20150509,2.0
2001,20150510,2.0
2001,20150511,0.0
2001,20150512,1.0
2001,20150513,2.0
2001,20150514,1.0
2001,20150515,0.0
2001,20150516,0.0
2001,20150517,4.0
2001,20150518,0.0
2001,20150519,0.0
2001,20150520,0.0
2001,20150521,2.0
2001,20150522,0.0
2001,20150523,0.0
2001,20150524,1.0
2001,20150525,1.0
2001,20150526,1.0
2001,20150527,2.0
2001,20150528,0.0
2001,20150529,2.0
2001,20150530,4.0
2002,20150501,2.0
2002,20150502,3.0
2002,20150503,2.0
2002,20150504,2.0
2002,20150505,1.0
2002,20150506,1.0
2002,20150507,2.0
2002,20150508,1.0
2002,20150509,1.0
2002,20150510,2.0
2002,20150511,1.0
2002,20150512,2.0
2002,20150513,1.0
2002,20150514,1.0
2002,20150515,2.0
2002,20150516,3.0
2002,20150517,3.0
2002,20150518,3.0
2002,20150519,1.0
2002,20150520,2.0
2002,20150521,1.0
2002,20150522,2.0
2002,20150523,2.0
2002,20150524,2.0
2002,20150525,2.0
2002,20150526,1.0
2002,20150527,2.0
2002,20150528,2.0
2002,20150529,2.0
2002,20150530,2.0
2003,20150501,1.0
2003,20150502,2.0
2003,20150503,1.0
2003,20150504,1.0
2003,20150505,1.0
2003,20150506,2.0
2003,20150507,1.0
2003,20150508,0.0
2003,20150509,2.0
2003,20150510,0.0
2003,20150511,1.0
2003,20150512,0.0
2003,20150513,2.0
2003,20150514,1.0
2003,20150515,1.0
2003,20150516,1.0
2003,20150517,0.0
2003,20150518,0.0
2003,20150519,1.0
2003,20150520,1.0
2003,20150521,2.0
2003,20150522,1.0
2003,20150523,0.0
2003,20150524,3.0
2003,20150525,1.0
2003,20150526,1.0
2003,20150527,2.0
2003,20150528,1.0
2003,20150529,1.0
2003,20150530,1.0
2004,20150501,0.0
2004,20150502,0.0
2004,20150503,0.0
2004,20150504,0.0
2004,20150505,0.0
2004,20150506,0.0
2004,20150507,0.0
2004,20150508,0.0
2004,20150509,0.0
2004,20150510,0.0
2004,20150511,0.0
2004,20150512,0.0
2004,20150513,0.0
2004,20150514,0.0
2004,20150515,0.0
2004,20150516,0.0
2004,20150517,0.0
2004,20150518,0.0
2004,20150519,0.0
2004,20150520,0.0
2004,20150521,0.0
2004,20150522,0.0
2004,20150523,0.0
2004,20150524,0.0
2004,20150525,0.0
2004,20150526,0.0
2004,20150527,0.0
2004,20150528,0.0
2004,20150529,0.0
2004,20150530,0.0
2005,20150501,5.0
2005,20150502,4.0
2005,20150503,5.0
2005,20150504,4.0
2005,20150505,4.0
2005,20150506,5.0
2005,20150507,3.0
2005,20150508,5.0
2005,20150509,5.0
2005,20150510,3.0
2005,20150511,5.0
2005,20150512,2.0
2005,20150513,4.0
2005,20150514,4.0
2005,20150515,2.0
2005,20150516,4.0
2005,20150517,2.0
2005,20150518,8.0
2005,20150519,4.0
2005,20150520,6.0
2005,20150521,0.0
2005,20150522,3.0
2005,20150523,3.0
2005,20150524,3.0
2005,20150525,3.0
2005,20150526,2.0
2005,20150527,2.0
2005,20150528,3.0
2005,20150529,4.0
2005,20150530,4.0
2006,20150501,2.0
2006,20150502,3.0
2006,20150503,5.0
2006,20150504,4.0
2006,20150505,6.0
2006,20150506,5.0
2006,20150507,3.0
2006,20150508,1.0
2006,20150509,4.0
2006,20150510,3.0
2006,20150511,4.0
2006,20150512,5.0
2006,20150513,5.0
2006,20150514,4.0
2006,20150515,3.0
2006,20150516,3.0
2006,20150517,3.0
2006,20150518,4.0
2006,20150519,4.0
2006,20150520,3.0
2006,20150521,3.0
2006,20150522,4.0
2006,20150523,3.0
2006,20150524,4.0
2006,20150525,3.0
2006,20150526,4.0
2006,20150527,3.0
2006,20150528,4.0
2006,20150529,3.0
2006,20150530,4.0
2007,20150501,2.0
2007,20150502,2.0
2007,20150503,3.0
2007,20150504,3.0
2007,20150505,3.0
2007,20150506,3.0
2007,20150507,3.0
2007,20150508,2.0
2007,20150509,2.0
2007,20150510,2.0
2007,20150511,1.0
2007,20150512,1.0
2007,20150513,2.0
2007,20150514,1.0
2007,20150515,2.0
2007,20150516,2.0
2007,20150517,2.0
2007,20150518,2.0
2007,20150519,3.0
2007,20150520,2.0
2007,20150521,1.0
2007,20150522,3.0
2007,20150523,3.0
2007,20150524,2.0
2007,20150525,2.0
2007,20150526,1.0
2007,20150527,1.0
2007,20150528,0.0
2007,20150529,1.0
2007,20150530,1.0
2008,20150501,4.0
2008,20150502,4.0
2008,20150503,5.0
2008,20150504,4.0
2008,20150505,1.0
2008,20150506,2.0
2008,20150507,9.0
2008,20150508,4.0
2008,20150509,7.0
2008,20150510,7.0
2008,20150511,5.0
2008,20150512,5.0
2008,20150513,3.0
2008,20150514,5.0
2008,20150515,5.0
2008,20150516,9.0
2008,20150517,5.0
2008,20150518,4.0
2008,20150519,6.0
2008,20150520,3.0
2008,20150521,4.0
2008,20150522,4.0
2008,20150523,6.0
2008,20150524,7.0
2008,20150525,7.0
2008,20150526,7.0
2008,20150527,3.0
2008,20150528,6.0
2008,20150529,9.0
2008,20150530,10.0
2009,20150501,2.0
2009,20150502,4.0
2009,20150503,0.0
2009,20150504,2.0
2009,20150505,6.0
2009,20150506,3.0
2009,20150507,2.0
2009,20150508,5.0
2009,20150509,4.0
2009,20150510,4.0
2009,20150511,3.0
2009,20150512,5.0
2009,20150513,5.0
2009,20150514,4.0
2009,20150515,4.0
2009,20150516,4.0
2009,20150517,4.0
2009,20150518,3.0
2009,20150519,4.0
2009,20150520,5.0
2009,20150521,5.0
2009,20150522,4.0
2009,20150523,3.0
2009,20150524,3.0
2009,20150525,4.0
2009,20150526,4.0
2009,20150527,3.0
2009,20150528,2.0
2009,20150529,4.0
2009,20150530,4.0
2010,20150501,1.0
2010,20150502,1.0
2010,20150503,1.0
2010,20150504,1.0
2010,20150505,1.0
2010,20150506,2.0
2010,20150507,1.0
2010,20150508,2.0
2010,20150509,0.0
2010,20150510,1.0
2010,20150511,2.0
