bianma,riqi,xiaoliang
1302,20150905,1
1302,20150906,1
1302,20150907,1
1302,20150908,1
1302,20150909,1
1302,20150911,1
1302,20150912,1
1302,20150913,1
1302,20150914,1
1302,20150915,1
1302,20150916,1
1302,20150917,1
1302,20150918,1
1302,20150919,1
1302,20150920,1
1302,20150921,1
1302,20150922,1
1302,20150923,1
1302,20150924,1
1302,20150925,1
1302,20150926,1
1302,20150927,1
1302,20150928,1
1302,20150929,1
1302,20150930,1
1302,20151001,1
1302,20151002,1
1302,20151003,1
1302,20151004,1
1302,20151005,1
1302,20151006,1
1302,20151007,1
1302,20151008,1
1302,20151009,1
1302,20151010,1
1302,20151011,1
1302,20151012,1
1302,20151013,1
1302,20151014,1
1302,20151015,1
1302,20151016,1
1302,20151017,1
1302,20151018,1
1302,20151019,1
1302,20151020,1
1302,20151021,1
1302,20151022,1
1302,20151023,1
1302,20151024,1
1302,20151025,1
1302,20151026,1
1302,20151027,1
1302,20151028,1
1302,20151029,1
1308,20150901,1
1308,20150902,1
1308,20150903,1
1308,20150904,1
1308,20150905,1
1308,20150906,1
1308,20150907,1
1308,20150908,1
1308,20150909,1
1308,20150911,1
1308,20150912,1
1308,20150913,1
1308,20150914,1
1308,20150915,1
1308,20150916,1
1308,20150917,1
1308,20150918,1
1308,20150919,1
1308,20150920,1
1308,20150921,1
1308,20150922,1
1308,20150923,1
1308,20150924,1
1308,20150925,1
1308,20150926,1
1308,20150927,1
1308,20150928,1
1308,20150929,1
1308,20150930,1
1308,20151001,1
1308,20151002,1
1308,20151003,1
1308,20151004,1
1308,20151005,1
1308,20151006,1
1308,20151007,1
1308,20151008,1
1308,20151009,1
1308,20151010,1
1308,20151011,1
1308,20151012,1
1308,20151013,1
1308,20151014,1
1308,20151015,1
1308,20151016,1
1308,20151017,1
1308,20151018,1
1308,20151019,1
1308,20151020,1
1308,20151021,1
1308,20151022,1
1308,20151023,1
1308,20151024,1
1308,20151025,1
1308,20151026,1
1308,20151027,1
1308,20151028,1
1308,20151029,1
1501,20150901,1
1501,20150902,1
1501,20150903,1
1501,20150904,1
1501,20150905,1
1501,20150906,1
1501,20150907,1
1501,20150908,1
1501,20150909,1
1501,20150911,1
1501,20150912,1
1501,20150913,1
1501,20150914,1
1501,20150915,1
1501,20150916,1
1501,20150917,1
1501,20150918,1
1501,20150919,1
1501,20150920,1
1501,20150921,1
1501,20150922,1
1501,20150923,1
1501,20150924,1
1501,20150925,1
1501,20150926,1
1501,20150927,1
1501,20150928,1
1501,20150929,1
1501,20150930,1
1501,20151001,1
1501,20151002,1
1501,20151003,1
1501,20151004,1
1501,20151005,1
1501,20151006,1
1501,20151007,1
1501,20151008,1
1501,20151009,1
1501,20151010,1
1501,20151011,1
1501,20151012,1
1501,20151013,1
1501,20151014,1
1501,20151015,1
1501,20151016,1
1501,20151017,1
1501,20151018,1
1501,20151019,1
1501,20151020,1
1501,20151021,1
1501,20151022,1
1501,20151023,1
1501,20151024,1
1501,20151025,1
1501,20151026,1
1501,20151027,1
1501,20151028,1
1501,20151029,1
1503,20150901,1
1503,20150902,1
1503,20150903,1
1503,20150904,1
1503,20150905,1
1503,20150906,1
1503,20150907,1
1503,20150908,1
1503,20150909,1
1503,20150911,1
1503,20150912,1
1503,20150913,1
1503,20150914,1
1503,20150915,1
1503,20150916,1
1503,20150917,1
1503,20150918,1
1503,20150919,1
1503,20150920,1
1503,20150921,1
1503,20150922,1
1503,20150923,1
1503,20150924,1
1503,20150925,1
1503,20150926,1
1503,20150927,1
1503,20150928,1
1503,20150929,1
1503,20150930,1
1503,20151001,1
1503,20151002,1
1503,20151003,1
1503,20151004,1
1503,20151005,1
1503,20151006,1
1503,20151007,1
1503,20151008,1
1503,20151009,1
1503,20151010,1
1503,20151011,1
1503,20151012,1
1503,20151013,1
1503,20151014,1
1503,20151015,1
1503,20151016,1
1503,20151017,1
1503,20151018,1
1503,20151019,1
1503,20151020,1
1503,20151021,1
1503,20151022,1
1503,20151023,1
1503,20151024,1
1503,20151025,1
1503,20151026,1
1503,20151027,1
1503,20151028,1
1503,20151029,1
1504,20150901,1
1504,20150902,1
1504,20150903,1
1504,20150904,1
1504,20150905,1
1504,20150906,1
1504,20150907,1
1504,20150908,1
1504,20150909,1
1504,20150911,1
1504,20150912,1
1504,20150913,1
1504,20150914,1
1504,20150915,1
1504,20150916,1
1504,20150917,1
1504,20150918,1
1504,20150919,1
1504,20150920,1
1504,20150921,1
1504,20150922,1
1504,20150923,1
1504,20150924,1
1504,20150925,1
1504,20150926,1
1504,20150927,1
1504,20150928,1
1504,20150929,1
1504,20150930,1
1504,20151001,1
1504,20151002,1
1504,20151003,1
1504,20151004,1
1504,20151005,1
1504,20151006,1
1504,20151007,1
1504,20151008,1
1504,20151009,1
1504,20151010,1
1504,20151011,1
1504,20151012,1
1504,20151013,1
1504,20151014,1
1504,20151015,1
1504,20151016,1
1504,20151017,1
1504,20151018,1
1504,20151019,1
1504,20151020,1
1504,20151021,1
1504,20151022,1
1504,20151023,1
1504,20151024,1
1504,20151025,1
1504,20151026,1
1504,20151027,1
1504,20151028,1
1504,20151029,1
1505,20150901,1
1505,20150902,1
1505,20150903,1
1505,20150904,1
1505,20150905,1
1505,20150906,1
1505,20150907,1
1505,20150908,1
1505,20150909,1
1505,20150911,1
1505,20150912,1
1505,20150913,1
1505,20150914,1
1505,20150915,1
1505,20150916,1
1505,20150917,1
1505,20150918,1
1505,20150919,1
1505,20150920,1
1505,20150921,1
1505,20150922,1
1505,20150923,1
1505,20150924,1
1505,20150925,1
1505,20150926,1
1505,20150927,1
1505,20150928,1
1505,20150929,1
1505,20150930,1
1505,20151001,1
1505,20151002,1
1505,20151003,1
1505,20151004,1
1505,20151005,1
1505,20151006,1
1505,20151007,1
1505,20151008,1
1505,20151009,1
1505,20151010,1
1505,20151011,1
1505,20151012,1
1505,20151013,1
1505,20151014,1
1505,20151015,1
1505,20151016,1
1505,20151017,1
1505,20151018,1
1505,20151019,1
1505,20151020,1
1505,20151021,1
1505,20151022,1
1505,20151023,1
1505,20151024,1
1505,20151025,1
1505,20151026,1
1505,20151027,1
1505,20151028,1
1505,20151029,1
1508,20150901,1
1508,20150902,1
1508,20150903,1
1508,20150904,1
1508,20150905,1
1508,20150906,1
1508,20150907,1
1508,20150908,1
1508,20150909,1
1508,20150911,1
1508,20150912,1
1508,20150913,1
1508,20150914,1
1508,20150915,1
1508,20150916,1
1508,20150917,1
1508,20150918,1
1508,20150919,1
1508,20150920,1
1508,20150921,1
1508,20150922,1
1508,20150923,1
1508,20150924,1
1508,20150925,1
1508,20150926,1
1508,20150927,1
1508,20150928,1
1508,20150929,1
1508,20150930,1
1508,20151001,1
1508,20151002,1
1508,20151003,1
1508,20151004,1
1508,20151005,1
1508,20151006,1
1508,20151007,1
1508,20151008,1
1508,20151009,1
1508,20151010,1
1508,20151011,1
1508,20151012,1
1508,20151013,1
1508,20151014,1
1508,20151015,1
1508,20151016,1
1508,20151017,1
1508,20151018,1
1508,20151019,1
1508,20151020,1
1508,20151021,1
1508,20151022,1
1508,20151023,1
1508,20151024,1
1508,20151025,1
1508,20151026,1
1508,20151027,1
1508,20151028,1
1508,20151029,1
1510,20150901,1
1510,20150902,1
1510,20150903,1
1510,20150904,1
1510,20150905,1
1510,20150906,1
1510,20150907,1
1510,20150908,1
1510,20150909,1
1510,20150911,1
1510,20150912,1
1510,20150913,1
1510,20150914,1
1510,20150915,1
1510,20150916,1
1510,20150917,1
1510,20150918,1
1510,20150919,1
1510,20150920,1
1510,20150921,1
1510,20150922,1
1510,20150923,1
1510,20150924,1
1510,20150925,1
1510,20150926,1
1510,20150927,1
1510,20150928,1
1510,20150929,1
1510,20150930,1
1510,20151001,1
1510,20151002,1
1510,20151003,1
1510,20151004,1
1510,20151005,1
1510,20151006,1
1510,20151007,1
1510,20151008,1
1510,20151009,1
1510,20151010,1
1510,20151011,1
1510,20151012,1
1510,20151013,1
1510,20151014,1
1510,20151015,1
1510,20151016,1
1510,20151017,1
1510,20151018,1
1510,20151019,1
1510,20151020,1
1510,20151021,1
1510,20151022,1
1510,20151023,1
1510,20151024,1
1510,20151025,1
1510,20151026,1
1510,20151027,1
1510,20151028,1
1510,20151029,1
1512,20150901,1
1512,20150902,1
1512,20150903,1
1512,20150904,1
1512,20150905,1
1512,20150906,1
1512,20150907,1
1512,20150908,1
1512,20150909,1
1512,20150911,1
1512,20150912,1
1512,20150913,1
1512,20150914,1
1512,20150915,1
1512,20150916,1
1512,20150917,1
1512,20150918,1
1512,20150919,1
1512,20150920,1
1512,20150921,1
1512,20150922,1
1512,20150923,1
1512,20150924,1
1512,20150925,1
1512,20150926,1
1512,20150927,1
1512,20150928,1
1512,20150929,1
1512,20150930,1
1512,20151001,1
1512,20151002,1
1512,20151003,1
1512,20151004,1
1512,20151005,1
1512,20151006,1
1512,20151007,1
1512,20151008,1
1512,20151009,1
1512,20151010,1
1512,20151011,1
1512,20151012,1
1512,20151013,1
1512,20151014,1
1512,20151015,1
1512,20151016,1
1512,20151017,1
1512,20151018,1
1512,20151019,1
1512,20151020,1
1512,20151021,1
1512,20151022,1
1512,20151023,1
1512,20151024,1
1512,20151025,1
1512,20151026,1
1512,20151027,1
1512,20151028,1
1512,20151029,1
1513,20150901,1
1513,20150902,1
1513,20150903,1
1513,20150904,1
1513,20150905,1
1513,20150906,1
1513,20150907,1
1513,20150908,1
1513,20150909,1
1513,20150911,1
1513,20150912,1
1513,20150913,1
1513,20150914,1
1513,20150915,1
1513,20150916,1
1513,20150917,1
1513,20150918,1
1513,20150919,1
1513,20150920,1
1513,20150921,1
1513,20150922,1
1513,20150923,1
1513,20150924,1
1513,20150925,1
1513,20150926,1
1513,20150927,1
1513,20150928,1
1513,20150929,1
1513,20150930,1
1513,20151001,1
1513,20151002,1
1513,20151003,1
1513,20151004,1
1513,20151005,1
1513,20151006,1
1513,20151007,1
1513,20151008,1
1513,20151009,1
1513,20151010,1
1513,20151011,1
1513,20151012,1
1513,20151013,1
1513,20151014,1
1513,20151015,1
1513,20151016,1
1513,20151017,1
1513,20151018,1
1513,20151019,1
1513,20151020,1
1513,20151021,1
1513,20151022,1
1513,20151023,1
1513,20151024,1
1513,20151025,1
1513,20151026,1
1513,20151027,1
1513,20151028,1
1513,20151029,1
1516,20150901,1
1516,20150902,1
1516,20150903,1
1516,20150904,1
1516,20150905,1
1516,20150906,1
1516,20150907,1
1516,20150908,1
1516,20150909,1
1516,20150911,1
1516,20150912,1
1516,20150913,1
1516,20150914,1
1516,20150915,1
1516,20150916,1
1516,20150917,1
1516,20150918,1
1516,20150919,1
1516,20150920,1
1516,20150921,1
1516,20150922,1
1516,20150923,1
1516,20150924,1
1516,20150925,1
1516,20150926,1
1516,20150927,1
1516,20150928,1
1516,20150929,1
1516,20150930,1
1516,20151001,1
1516,20151002,1
1516,20151003,1
1516,20151004,1
1516,20151005,1
1516,20151006,1
1516,20151007,1
1516,20151008,1
1516,20151009,1
1516,20151010,1
1516,20151011,1
1516,20151012,1
1516,20151013,1
1516,20151014,1
1516,20151015,1
1516,20151016,1
1516,20151017,1
1516,20151018,1
1516,20151019,1
1516,20151020,1
1516,20151021,1
1516,20151022,1
1516,20151023,1
1516,20151024,1
1516,20151025,1
1516,20151026,1
1516,20151027,1
1516,20151028,1
1516,20151029,1
1517,20150901,1
1517,20150902,1
1517,20150903,1
1517,20150904,1
1517,20150905,1
1517,20150906,1
1517,20150907,1
1517,20150908,1
1517,20150909,1
1517,20150911,1
1517,20150912,1
1517,20150913,1
1517,20150914,1
1517,20150915,1
1517,20150916,1
1517,20150917,1
1517,20150918,1
1517,20150919,1
1517,20150920,1
1517,20150921,1
1517,20150922,1
1517,20150923,1
1517,20150924,1
1517,20150925,1
1517,20150926,1
1517,20150927,1
1517,20150928,1
1517,20150929,1
1517,20150930,1
1517,20151001,1
1517,20151002,1
1517,20151003,1
1517,20151004,1
1517,20151005,1
1517,20151006,1
1517,20151007,1
1517,20151008,1
1517,20151009,1
1517,20151010,1
1517,20151011,1
1517,20151012,1
1517,20151013,1
1517,20151014,1
1517,20151015,1
1517,20151016,1
1517,20151017,1
1517,20151018,1
1517,20151019,1
1517,20151020,1
1517,20151021,1
1517,20151022,1
1517,20151023,1
1517,20151024,1
1517,20151025,1
1517,20151026,1
1517,20151027,1
1517,20151028,1
1517,20151029,1
1518,20150901,1
1518,20150902,1
1518,20150903,1
1518,20150904,1
1518,20150905,1
1518,20150906,1
1518,20150907,1
1518,20150908,1
1518,20150909,1
1518,20150911,1
1518,20150912,1
1518,20150913,1
1518,20150914,1
1518,20150915,1
1518,20150916,1
1518,20150917,1
1518,20150918,1
1518,20150919,1
1518,20150920,1
1518,20150921,1
1518,20150922,1
1518,20150923,1
1518,20150924,1
1518,20150925,1
1518,20150926,1
1518,20150927,1
1518,20150928,1
1518,20150929,1
1518,20150930,1
1518,20151001,1
1518,20151002,1
1518,20151003,1
1518,20151004,1
1518,20151005,1
1518,20151006,1
1518,20151007,1
1518,20151008,1
1518,20151009,1
1518,20151010,1
1518,20151011,1
1518,20151012,1
1518,20151013,1
1518,20151014,1
1518,20151015,1
1518,20151016,1
1518,20151017,1
1518,20151018,1
1518,20151019,1
1518,20151020,1
1518,20151021,1
1518,20151022,1
1518,20151023,1
1518,20151024,1
1518,20151025,1
1518,20151026,1
1518,20151027,1
1518,20151028,1
1518,20151029,1
1519,20150901,1
1519,20150902,1
1519,20150903,1
1519,20150904,1
1519,20150905,1
1519,20150906,1
1519,20150907,1
1519,20150908,1
1519,20150909,1
1519,20150911,1
1519,20150912,1
1519,20150913,1
1519,20150914,1
1519,20150915,1
1519,20150916,1
1519,20150917,1
1519,20150918,1
1519,20150919,1
1519,20150920,1
1519,20150921,1
1519,20150922,1
1519,20150923,1
1519,20150924,1
1519,20150925,1
1519,20150926,1
1519,20150927,1
1519,20150928,1
1519,20150929,1
1519,20150930,1
1519,20151001,1
1519,20151002,1
1519,20151003,1
1519,20151004,1
1519,20151005,1
1519,20151006,1
1519,20151007,1
1519,20151008,1
1519,20151009,1
1519,20151010,1
1519,20151011,1
1519,20151012,1
1519,20151013,1
1519,20151014,1
1519,20151015,1
1519,20151016,1
1519,20151017,1
1519,20151018,1
1519,20151019,1
1519,20151020,1
1519,20151021,1
1519,20151022,1
1519,20151023,1
1519,20151024,1
1519,20151025,1
1519,20151026,1
1519,20151027,1
1519,20151028,1
1519,20151029,1
1520,20150901,1
1520,20150902,1
1520,20150903,1
1520,20150904,1
1520,20150905,1
1520,20150906,1
1520,20150907,1
1520,20150908,1
1520,20150909,1
1520,20150911,1
1520,20150912,1
1520,20150913,1
1520,20150914,1
1520,20150915,1
1520,20150916,1
1520,20150917,1
1520,20150918,1
1520,20150919,1
1520,20150920,1
1520,20150921,1
1520,20150922,1
1520,20150923,1
1520,20150924,1
1520,20150925,1
1520,20150926,1
1520,20150927,1
1520,20150928,1
1520,20150929,1
1520,20150930,1
1520,20151001,1
1520,20151002,1
1520,20151003,1
1520,20151004,1
1520,20151005,1
1520,20151006,1
1520,20151007,1
1520,20151008,1
1520,20151009,1
1520,20151010,1
1520,20151011,1
1520,20151012,1
1520,20151013,1
1520,20151014,1
1520,20151015,1
1520,20151016,1
1520,20151017,1
1520,20151018,1
1520,20151019,1
1520,20151020,1
1520,20151021,1
1520,20151022,1
1520,20151023,1
1520,20151024,1
1520,20151025,1
1520,20151026,1
1520,20151027,1
1520,20151028,1
1520,20151029,1
1521,20150901,1
1521,20150902,1
1521,20150903,1
1521,20150904,1
1521,20150905,1
1521,20150906,1
1521,20150907,1
1521,20150908,1
1521,20150909,1
1521,20150911,1
1521,20150912,1
1521,20150913,1
1521,20150914,1
1521,20150915,1
1521,20150916,1
1521,20150917,1
1521,20150918,1
1521,20150919,1
1521,20150920,1
1521,20150921,1
1521,20150922,1
1521,20150923,1
1521,20150924,1
1521,20150925,1
1521,20150926,1
1521,20150927,1
1521,20150928,1
1521,20150929,1
1521,20150930,1
1521,20151001,1
1521,20151002,1
1521,20151003,1
1521,20151004,1
1521,20151005,1
1521,20151006,1
1521,20151007,1
1521,20151008,1
1521,20151009,1
1521,20151010,1
1521,20151011,1
1521,20151012,1
1521,20151013,1
1521,20151014,1
1521,20151015,1
1521,20151016,1
1521,20151017,1
1521,20151018,1
1521,20151019,1
1521,20151020,1
1521,20151021,1
1521,20151022,1
1521,20151023,1
1521,20151024,1
1521,20151025,1
1521,20151026,1
1521,20151027,1
1521,20151028,1
1521,20151029,1
2001,20150901,1
2001,20150902,1
2001,20150903,1
2001,20150904,1
2001,20150905,1
2001,20150906,1
2001,20150907,1
2001,20150908,1
2001,20150909,1
2001,20150911,1
2001,20150912,1
2001,20150913,1
2001,20150914,1
2001,20150915,1
2001,20150916,1
2001,20150917,1
2001,20150918,1
2001,20150919,1
2001,20150920,1
2001,20150921,1
2001,20150922,1
2001,20150923,1
2001,20150924,1
2001,20150925,1
2001,20150926,1
2001,20150927,1
2001,20150928,1
2001,20150929,1
2001,20150930,1
2001,20151001,1
2001,20151002,1
2001,20151003,1
2001,20151004,1
2001,20151005,1
2001,20151006,1
2001,20151007,1
2001,20151008,1
2001,20151009,1
2001,20151010,1
2001,20151011,1
2001,20151012,1
2001,20151013,1
2001,20151014,1
2001,20151015,1
